indicator_id,progress,summary,developments,row_ids
dpi.registry--land-register,Advanced,Eight member states [approved a draft land registration harmonisation directive](2026-06-26-uemoa-directive-immatriculation-propriete-fonciere) in June 2026.,"The [directive approved at Ouagadougou](2026-06-26-uemoa-directive-immatriculation-propriete-fonciere) harmonises land registration and titling rules across the union and covers the establishment of urban land information systems.

It is a draft approved by ministers, not a transposed rule, and nothing in the base records Togolese implementation of it.",TGO-gov.regional-uemoa-land-directive
dpi.mis--education,No change,"The [education management information system](2026-05-04-gpe-kix-study-tour-education-data-system) is mid-migration with the analytical layer distinct from the collection layer, and a [pupil registration number platform](2025-06-01-togo-aide-memoire-dixieme-revue-sectorielle-conjointe-education) has no clear evidence of numbers issued.","The analytical layer is not the collection layer, so national scale cannot be claimed for it, and the same publisher gives two different start years ([system](2026-05-04-gpe-kix-study-tour-education-data-system), [integration](2024-11-05 Togo - Integrating DHIS2 with existing EMIS systems), [platform](2022-12-01-hisp-wca-dhis2-emis-togo), [factors](2024-04-08-gpe-itap-togo-enabling-factors)).

The pupil number platform was recorded as launched in 2023 by the ministry, with no clear evidence of student identification numbers found in April 2024; the two accounts are in tension ([numbers](2025-06-01-togo-aide-memoire-dixieme-revue-sectorielle-conjointe-education), [evidence](2024-04-08-gpe-itap-togo-enabling-factors)).

The school-census collection system is mid-migration to online data entry with a consultant recruited in 2023, on the state's own joint-review aide-memoire ([census](2025-06-01-togo-aide-memoire-dixieme-revue-sectorielle-conjointe-education)).",TGO-dpi.mis-education-management-information-system|TGO-dpi.mis-pupil-registration-number-platform|TGO-dpi.mis-school-census-collection-system
dpi.mis--justice,Advanced,"A [commercial-courts reform bill](2026-08-23-togo-juridictions-commerciales-numerisation-togopresse) was adopted by the Senate in August 2026, alongside [Hague Apostille accession](2026-08-14-togo-commercial-courts-digitisation-apostille-convention) in first reading.","The commercial-courts bill was adopted by the Senate on 21 August 2026 and the justice minister committed to enforcement and capacity-building; no entry-into-force date, platform name or coverage figure was stated ([reform](2026-08-23-togo-juridictions-commerciales-numerisation-togopresse)).

Both bills were adopted in first reading a week earlier; neither text is held and no second reading, adoption or entry-into-force date is stated for the apostille accession ([bills](2026-08-14-togo-commercial-courts-digitisation-apostille-convention)).

Digitising commercial courts and joining the apostille convention together would make foreign document authentication and domestic commercial filing both electronic, and neither instrument can be read.",TGO-gov.legislate-commercial-courts-reform|TGO-gov.legislate-commercial-courts-and-apostille-bills
dpi.mis--customs,Advanced,"A [tax-exemption platform interfaced to the customs system](2025-10-01 Togo Launches Online Platform for Tax Exemptions and Waivers) became mandatory from 1 January 2026, and [electronic tracking of transit cargo](2026-09-02-tgo-otr-electronic-tracking-petroleum-transit) was extended to petroleum in a pilot.","It launched in October 2025 with a three-month transition to mandatory use ([platform](2025-10-01 Togo Launches Online Platform for Tax Exemptions and Waivers)).

The revenue office opened a Lome pilot on 1 September 2026 [extending the transit-cargo tracking system, operational since October 2022, to trucks carrying petroleum products to Burkina Faso, Mali and Niger, with devices fitted after route, cargo, vehicle and driver details are recorded and monitored from a round-the-clock command centre that flags route deviations](2026-09-02-tgo-otr-electronic-tracking-petroleum-transit). No device count, cost or pilot duration is published.

A single source, with no uptake, request volume or processing-time figure on file. A three-month transition before a mandate is a more generous phase-in than the cadastral submission or the retirement-allowance registration recorded elsewhere in this unit.",TGO-dpi.exchange-tax-exemption-platform-interfaced-to|TGO-dpi.govtech-electronic-transit-cargo-tracking
dpi.mis--land,Advanced,"[Digital cadastral submission was made mandatory](2026-08-14-togo-otr-mandatory-digital-cadastral-submission) from 17 August 2026 with no fallback channel stated, and [pre-2007 land titles are being georeferenced](2025-11-19 Georeferencing of land titles - a revolution for security and transparency in Togo).","No fallback channel, fee schedule, submission volume or data-protection basis for the cadastral record is stated ([submission](2026-08-14-togo-otr-mandatory-digital-cadastral-submission)).

The georeferencing field operation runs under the revenue authority's cadastre directorate, reported by the revenue authority itself, with no parcel count, budget or completion date ([georeferencing](2025-11-19 Georeferencing of land titles - a revolution for security and transparency in Togo)).

Making submission mandatory before the georeferencing that would give it a reliable base is the sequence, and the positioning network that would underpin both was launched four months earlier with no operator named.",TGO-dpi.exchange-guichet-foncier-unique|TGO-dpi.registry-georeferencing-of-pre-2007-land
dpi.govtech--e-government-services,Advanced,"The [national public service window](2025-12-17 Togo Expands Public Service Digitisation With Online Civil Registry Platform) added twenty-nine energy-sector procedures with other ministries expected from January 2026, and a [digitalisation programme](2026-04-02-mae-digitalisation-services) ran a four-week sprint at the foreign affairs ministry.","The council of ministers adopted a decree on 26 August 2026 amending the investment-approval committee so that the approval procedure is handled electronically ([decree](2026-08-27-togoofficiel-conseil-ministres-apizf-dematerialisation)).

No usage volume or transaction count is published for the window, and nothing on file after December 2025 confirms whether other ministries joined in January 2026 ([window](2025-12-17 Togo Expands Public Service Digitisation With Online Civil Registry Platform), [civil status](2025-12-16 Digitalisation - civil status act requests now possible online)).

The sprint launched at the end of March 2026, with no published schedule for the remaining ministries and no completion criterion ([sprint](2026-04-02-mae-digitalisation-services)).

A volunteering agency application is live on or before July 2026 on the evidence of its own registration tutorial, and whether it authenticates against a national citizen account or mints a separate identity silo is not established ([application](2026-07-27-togo-anvt-lance-son-application-mobile)). Electronic document management at the finance ministry reached a further training phase ([documents](2026-07-07-togo-archives-gestion-publique)).",TGO-dpi.govtech-guichet-national-du-service-public|TGO-dpi.govtech-programme-for-the-digitalisation-of|TGO-dpi.govtech-volunteering-agency-mobile-application|TGO-dpi.govtech-electronic-document-management-at-the|TGO-dpi.govtech-investment-approval-dematerialisation
digital.localgov--digitalisation-of-local-government-records,Advanced,"A [georeferenced municipal census](2026-08-11-togo-golfe2-georeferenced-municipal-data-collection) runs from August to October 2026, linking households, businesses and tax position to location.","It was launched on 11 August 2026 running to 10 October ([census](2026-08-11-togo-golfe2-georeferenced-municipal-data-collection)).

No data-protection basis, custodian, retention rule or access arrangement is stated for a register linking households, businesses and tax position to location. The country has a data-protection statute and an operating authority, and neither is named in it.",TGO-digital.localgov-golfe2-georeferenced-census
tech.ai--development-of-national-regional-ai-systems,Advanced,"A [national-languages speech and translation model project](2026-07-14-togo-langues-nationales-ia) was presented at an international summit with four data competitions carrying US$40,000 in prizes, by a [national artificial-intelligence laboratory](2026-07-14-togo-langues-nationales-ia) on which the base holds one source.","The project carries targets only: no collected-hours figure, no released model and no completion date is on file ([project](2026-07-14-togo-langues-nationales-ia)).

The laboratory presented it at a summit in July 2026; the base holds exactly one source on the laboratory and its 2024 origin is established retrospectively from a 2026 report ([laboratory](2026-07-14-togo-langues-nationales-ia)).

A fifty-language model project run by a laboratory evidenced in a single article is the country's whole artificial-intelligence development record, and no source states how it relates to the continental coalition the ministry co-founded.",TGO-tech.ai-national-languages-speech-and-translation|TGO-tech.ai-togo-ai-lab|TGO-tech.ai-regional-ai-infrastructure-governance-note
tech.industry--national-capacity-in-dt-related-production,Advanced,"A [fuel marking and traceability system](2026-08-02-togo-marquage-tracabilite-produits-petroliers) launched with the obligation already in the regulations from July 2026, and a [digital toolbox for small enterprises](2026-06-10-atd-boite-outils-digitaux-tpme) was launched with donor co-financing.","Neither the contract amendment nor the marking regulation is held, and no contract value, duration or data-ownership term is published for the traceability system ([traceability](2026-08-02-togo-marquage-tracabilite-produits-petroliers)).

The enterprise toolbox was launched during a national small-enterprise week, built with German development cooperation and co-financed by three European partners, with no user or enterprise count published ([toolbox](2026-06-10-atd-boite-outils-digitaux-tpme)).

Data ownership in a national fuel traceability system is the kind of term that decides who can audit the revenue it protects, and it is unpublished.",TGO-tech.industry-fuel-marking-and-traceability-system|TGO-tech.industry-digital-toolbox-for-very-small
tech.innovate--tech-startup-ecosystem,Advanced,A [national digital start-up association](2025-10-27-togotech-lancement-startups) was officially launched under the digital minister in October 2025.,"Revenue and jobs claims are association-reported, and no membership, revenue or jobs figure has been published since launch ([association](2025-10-27-togotech-lancement-startups)).

It is the only start-up item in this ledger. Ten months after launch the base holds nothing further on it.",TGO-tech.innovate-togotech-national-digital-start-up
capacity.literacy--digital-literacy-general-population,Advanced,"About [3,000 young people were trained](2025-11-03-3000-jeunes-formes-reflexes-numeriques) in digital hygiene at a campaign in the capital in late October 2025.","The event date is inferred from a relative reference in a November 2025 report, so day precision is not established ([campaign](2025-11-03-3000-jeunes-formes-reflexes-numeriques)).

No curriculum, follow-up or repeat edition is on record. It is the only general digital-literacy activity in this unit.",TGO-capacity.literacy-youth-digital-hygiene-awareness-campaign
capacity.training--graduates-entering-dt-ecosystem,Advanced,"A [first cohort of corporate data-protection correspondents](2026-06-25-ipdcp-forme-premiers-correspondants) was certified after a three-day session, and a [European support programme](2024-01-01-ec-tgo-001-programme-de-soutien-a-la-transformation) runs to 2030.","The correspondents programme flows from the 2019 statute, and no target cohort size or timetable for later cohorts is published ([cohort](2026-06-25-ipdcp-forme-premiers-correspondants)).

The European support programme for the digital transformation of the economy was committed in 2024 at year precision and runs to 2030; the aid-transparency record is the sole account and carries no activity report ([programme](2024-01-01-ec-tgo-001-programme-de-soutien-a-la-transformation)).

Certifying data-protection officers inside companies is the mechanism by which a statute with no enforcement record reaches a controller, and one cohort is where it stands.",TGO-capacity.training-corporate-data-protection-correspondents-programme|TGO-capacity.training-european-support-programme-for-the
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,No change,"A [district and school data-use project](2026-05-04-gpe-kix-study-tour-education-data-system) entered its final phase, concluding in November 2026.","The start year is inferred from a three-year description and is not published ([project](2026-05-04-gpe-kix-study-tour-education-data-system)).

It is the only research activity in this ledger, and it studies whether education data is used at district and school level — which is the question the education management information system's own mid-migration state makes hard to answer.",TGO-capacity.research-district-and-school-data-use
include.access--gender-equity,Advanced,An offline-capable platform for reporting gender-based violence and routing victims to the nearest care point was piloted ([pilot](2026-08-26-afrikelles-lebenam-vbg-digital-livinglab)).,An offline-capable platform for reporting gender-based violence and routing victims to the nearest care point was piloted ([pilot](2026-08-26-afrikelles-lebenam-vbg-digital-livinglab)). It is a pilot; no case volume or coverage is stated.,TGO-include.access-gbv-reporting-platform
include.divides--bridging-of-digital-divides,No change,"A [community network](2025-05-07-togo-isoc-gouvernance-numerique-connecter-les-zones-oubliees) to connect 2,000 inhabitants was announced as imminent in May 2025, as a response to the absence of traditional operator coverage.","It was stated by an internet society chapter as a response to the absence of operator coverage ([network](2025-05-07-togo-isoc-gouvernance-numerique-connecter-les-zones-oubliees)).

Nothing since. A single village-scale community network, announced fifteen months ago and unmoved, is the whole of the divide-bridging record for this country — against a universal-service instrument that appears nowhere in the ledger.",TGO-include.divides-community-network-at-ati-akakpe
data.satellite--meteorological-use-of-satellite-data,Advanced,"A [national climate-risk data platform](2026-08-24-togo-adaptogo-climate-data-platform-togofirst) was reported available online in August 2026, and the source gives no launch date.","It was reported available as at 24 August 2026 ([platform](2026-08-24-togo-adaptogo-climate-data-platform-togofirst)).

No launch date, data source, custodian, update cycle or access terms are stated. It is the only environmental data system in this ledger.",TGO-dpi.mis-climate-risk-data-platform
gov.policy--data-storage-cloud-strategy,Advanced,Commercial hosting capacity advanced twice in the period; no national cloud strategy is [adopted](2026-05-28-st-digital-sin-partenariat-lome-data-centre-cloud-prive).,"A colocation offering opened at Lome on [15 October 2025](2025-10-16-st-digital-togo-colocation-offering-launch), letting Togolese organisations place their own servers in a third-tier facility with redundant power and biometric access control.

A protocol signed at Lome on [26 May 2026](2026-05-28-st-digital-sin-partenariat-lome-data-centre-cloud-prive) between the same operator and the wholly state-owned company running the national data centre commits to a private-cloud service catalogue hosted in Togo.

Both are vendor announcements. The base holds no adopted national cloud or data-storage strategy, no obligation on any public body to use in-country hosting, and no capacity or price for the private cloud.",TGO-infra.store-sovereign-private-cloud-at-the|TGO-infra.store-commercial-colocation-capacity
gov.policy--data-interoperability-framework-roadmap,Advanced,"A common interoperability framework is [published](2026-09-04-togo-atd-guide-architecture-entreprise-cci) inside the state enterprise-architecture guide, and is still a draft on its own publisher's record.","The enterprise-architecture guide defines a [Cadre Commun d'Interoperabilite](2026-09-04-togo-atd-guide-architecture-entreprise-cci) — a duty to define and maintain, across the state administration, the norms applicable to exchanges between administrations, over four levels of interoperability.

The guide's own version page records [version 1.0, prepared by the digital agency, status Brouillon](2026-09-06-togo-atd-guide-architecture-entreprise-controle-version), with the version date, reviewer and review date fields blank and an empty revision table.

A published normative text is not an adopted one: no decree or order giving the framework force of law appears anywhere in the base, and the guide names that step as still outstanding.",TGO-dpi.exchange-national-interoperability-and-data-exchange|TGO-gov.standards-architecture-d-entreprise-gouvernementale
gov.policy--ai-strategy,No change,"No adopting act for a national artificial-intelligence strategy has been located, and two official statements [disagree](2026-07-12-togo-ia-au-service-des-langues-locales) about whether one exists.","At a ministry event of 13-15 November 2024 the digital economy minister stated it was [necessary for Togo to have](2024-11-26-togo-mentd-autour-de-lia-ambition-pionnier-ia) a national artificial-intelligence strategy, so none had been adopted at that date.

A justice ministry symposium of [25 November 2025](2025-11-25-togo-mjdh-symposium-ia-gouvernance-publique) gathered more than fifty state and institutional actors on artificial intelligence in public governance and closed by recommending regulation of digital platforms on ethical grounds.

A government report of July 2026 then refers to [the national AI strategy of Togo](2026-07-12-togo-ia-au-service-des-langues-locales) as an existing framework without naming an adopting act. No such act is held.",TGO-gov.policy-national-artificial-intelligence-strategy
gov.policy--data-localisation-policies,No change,A continental profile records [no localisation requirement](2026-09-04-uneca-atpc-dtri-togo-country-profile); the data-protection authority states an objective rather than an obligation.,"The profile states that Togo imposes no restrictions on data localisation, no requirement for local storage or processing, and that articles 28 to 31 of the 2019 data-protection statute [frame transfers rather than restricting them](2026-09-04-uneca-atpc-dtri-togo-country-profile) — the framework does not address the place of storage at all.

The authority's president said in [January 2026](2026-01-31-togo-ipdcp-donnees-numeriques-nouvelles-exigences-operateurs) that the final objective is to require personal data of Togolese to be stored in Togo, and that authorisation requests for international transfers are already being handled.

The intention has an infrastructure counterpart in the [May 2026 private-cloud protocol](2026-05-28-st-digital-sin-partenariat-lome-data-centre-cloud-prive), and no obligation on anyone to use it.",TGO-gov.protect-data-localisation-requirement
gov.policy--data-governance-policy,No change,No standalone data-governance policy is held; the [2021 digital strategy](2021-04-01-togo-mentd-strategie-togo-digital-2025) is the only national instrument treating data as a cross-cutting programme.,"The ministry's own detailed presentation of the [Strategie Togo Digital 2025](2021-04-01-togo-mentd-strategie-togo-digital-2025), dated April 2021 and adopted publicly by the President on 27 April 2022, carries data governance, data valorisation, state reference registries and a national interoperability platform as programmes.

Its period has expired and it is still cited as the operating framework — [181 classrooms connected under it](2026-05-04-togo-equipe-ses-ecoles-connecte-salles-de-classe-ent) in 2026.

The institutional side moved: the Council of Ministers adopted a decree on [19 February 2026](2026-02-19-togo-conseil-des-ministres-19-fevrier-2026) converting the geographic information directorate into an autonomous institute, on the ground that the existing arrangement held back production of reliable geographic data.",TGO-gov.legislate-strategie-togo-digital-2025|TGO-dpi.registry-institut-geographique-national
gov.policy--open-data-policy,Advanced,"The portals exist and are being rebuilt; no [open-data policy, charter or licence](2024-12-18-togo-lancement-plateformes-open-data-geoportail) has been adopted behind them.","The national open data portal and a geoportal were [launched on 19 December 2024](2024-12-18-togo-lancement-plateformes-open-data-geoportail), which establishes the infrastructure and dates it.

A national workshop of [7 to 11 April 2026](2026-04-30-inseed-atelier-sdmx-plateforme-odp2-0) trained focal points on statistical data and metadata exchange modelling and began standing up a second-generation portal for the statistics institute and the sector ministries, financed by the World Bank.

No adopted policy, charter or national licence was located; the geoportal's own terms invoke a presidential decree without giving its number or date, and Togo is not a member of the Open Government Partnership.",TGO-data.open-open-government-data-portal-or
gov.legislate--cybersecurity-legislation,No change,"The framework statute of [7 December 2018](2018-12-07-togo-loi-2018-026-cybersecurite-lutte-contre-cybercriminalite-jo), as amended in June 2022, is in force and both texts are now held.","The 2018 statute sets the national cybersecurity regime, defines the cybercrime offences and procedure, [creates the national cybersecurity agency at article 6](2018-12-07-togo-loi-2018-026-cybersecurite-lutte-contre-cybercriminalite-jo), provides for a digital sovereignty fund and refers implementing decrees to article 48.

It was amended by [loi n 2022-009 of 24 June 2022](2022-06-24-togo-loi-2022-009-cybersecurite-ancy), held as a scan whose first page only is transcribed; the number and date are corroborated independently in the visas of [a September 2022 decree](2022-09-09-togo-decret-2022-094-niu-modalites-inscription).

None of the implementing decrees article 48 provides for is held, and no enforcement or prosecution record under the statute appears in the base.",TGO-gov.legislate-cybersecurity-and-cybercrime-statute-and
gov.legislate--legislation-enabling-data-interoperability,Advanced,A [maritime single window](2025-09-30-togo-decret-2025-018-bis-guford-guichet-unique-jo) created by decree in September 2025 is the period's regulatory movement on data exchange between administrations.,"The decree of 18 September 2025, gazetted 30 September, creates a national electronic platform centralising receipt, processing and transmission of port and maritime formalities, expressly tasked with [facilitating information exchange between the competent authorities](2025-09-30-togo-decret-2025-018-bis-guford-guichet-unique-jo) — port, customs, immigration, health, maritime safety and environment — on single submission and reuse of data.

The standing instrument is the [ministerial order of 10 September 2024](2024-09-30-togo-jo-arrete-007-acces-partage-donnees-rspm) on access to social-registry data, which converts a decree principle into procedure: a convention with the identity agency in every case, data-protection clearance for personal data, and quarterly reporting of requests.

The 2022 amendment to the identity statute is the enabling text, charging the agency with [interconnecting the registry with administrations' databases](2022-06-24-togo-loi-2022-010-identification-biometrique-jo).",TGO-dpi.exchange-guichet-unique-formalites-commerce-international|TGO-dpi.exchange-arrete-007-on-social-registry-data
gov.legislate--ai-legislation-regulations,Advanced,No general artificial-intelligence statute exists; a [sectoral use policy](2025-09-23-togo-etfp-politique-utilisation-ia-en-cours-elaboration) for vocational training entered drafting in September 2025.,"The technical training ministry launched drafting on [23 September 2025](2025-09-23-togo-etfp-politique-utilisation-ia-en-cours-elaboration) of a national policy on the use of artificial intelligence in vocational training, framed around ethical and responsible use and aligned with international and regional orientations. It is at situational-analysis stage and sectoral, not a general law.

What stands in the meantime is technology-neutral: the [2019 data-protection statute](2019-10-29-togo-loi-2019-014-protection-donnees-caractere-personnel) bars decisions with legal effect taken solely on automated profiling, supervised by the authority whose [organisation decree](2020-12-24-togo-decret-2020-111-organisation-fonctionnement-ipdcp) gives it control, inspection and reference-framework powers.

No artificial-intelligence-specific Togolese instrument, in force or in draft, was located.",TGO-gov.policy-national-artificial-intelligence-strategy|TGO-gov.protect-decree-fixing-the-data-protection
gov.legislate--statistics-legislation,No change,The [2011 statistics statute](2021-04-09-inseed-a-propos-loi-statistique-2011-014) is in force; its text could not be obtained and is held only through the institute's own account.,"The statistics institute's own institutional page states that loi n 2011-014, voted and promulgated on 3 June 2011, [defines the principles and institutional framework](2021-04-09-inseed-a-propos-loi-statistique-2011-014) of the national statistical system for the production, securing and dissemination of public statistics, and lists the institute's fifteen statutory missions.

The statute text itself was not obtained: the institute offers it as a download with no addressable link, and the one direct path located for the companion 2015 decree returns not found. The regional statistical body's member-state register independently catalogues both instruments.

A prior-authorisation mechanism under that framework, the statistical visa, had its operational tools [validated in July 2026](2026-07-09-inseed-visa-statistique-outils).",TGO-gov.legislate-loi-n-2011-014-on-national-statistics|TGO-data.statistics-national-statistics-strategy
gov.legislate--access-to-information-legislation,No change,The [2016 statute](2016-03-30-togo-loi-2016-006-liberte-acces-information-documentation-publiques) and its 2017 decree are in force; the 2025 international return records no oversight body operating.,"The 53-article statute of 30 March 2016 sets a [30-day response period, 15 days for researchers and journalists](2016-03-30-togo-loi-2016-006-liberte-acces-information-documentation-publiques), and vests oversight in the Mediateur de la Republique rather than the broadcasting authority. Its implementing instrument, [decret n 2017-104/PR of 10 August 2017](2017-08-10-togo-decret-2017-104-application-loi-acces-information), runs to 26 articles across nine chapters and confirms that arrangement.

Togo's [2025 return](2026-04-01-unesco-togo-2025-survey-public-access-to-information-sdg-16102) on the international access-to-information indicator answers No to a dedicated oversight institution, to any national or subnational oversight body, and to public bodies reporting request statistics.

The law is complete and the machinery behind it is not: a negative implementation finding, not a reform.",TGO-gov.legislate-access-to-information-statute
gov.protect--national-data-protection-readiness,Advanced,"The authority moved from constitution to operation, opening an [online declaration platform](2026-03-27-togo-ipdcp-declaration-en-ligne-videosurveillance) and training the first data-protection correspondents.","Its organisation and powers were fixed by [decret n 2020-111/PR of 9 December 2020](2020-12-24-togo-decret-2020-111-organisation-fonctionnement-ipdcp) — status, missions, control and inspection powers, and competence to issue recommendations, guidelines and reference frameworks including prior risk assessment.

On [27 March 2026](2026-03-27-togo-ipdcp-declaration-en-ligne-videosurveillance) it put the statutory declaration of video-surveillance systems onto an online platform with an electronic receipt and a regulatory pictogram, its first compliance procedure operated in its own right.

On [22 June 2026](2026-06-22-togo-ipdcp-premiere-session-formation-correspondants-protection-donnees) it trained the first 35 data-protection correspondents from public and private bodies, dating the point at which the function became an operating layer rather than a statutory provision. The interview that dates its effective start of activity puts it at [March 2025](2026-01-31-togo-ipdcp-donnees-numeriques-nouvelles-exigences-operateurs).",TGO-gov.protect-online-declaration-of-video-surveillance|TGO-gov.protect-decree-fixing-the-data-protection
gov.standards--national-interoperability-standards,Advanced,Health insurance is where interoperability standards actually bit: a [federated architecture](2026-05-13-togofirst-amu-siig-amu-systeme-numerique-unifie-architecture-federee) agreed in May 2026 and two systems deliberately converged.,"A technical workshop at Lome on [4 to 7 May 2026](2026-05-13-togofirst-amu-siig-amu-systeme-numerique-unifie-architecture-federee), run by the health ministry with German and World Bank support, settled on a federated architecture for the unified health-insurance management system, naming interoperability standards, medical-data security and governance as the work items and unique patient identification as a precondition. A design decision, not a deployment.

On [21 April 2026](2026-04-24-cnss-togo-linam-emboite-le-pas-a-la-cnss-siamu-inam) the public-sector insurer launched its own platform built to the same architectural and technological standards as the social security fund's and hosted in the fund's data centre, which the fund states is meant to lay the basis for real interoperability between the two managers.

The general framework above both remains [a draft](2026-09-06-togo-atd-guide-architecture-entreprise-controle-version).",TGO-dpi.exchange-siig-amu-unified-health-insurance-system|TGO-dpi.mis-inam-health-insurance-information-system|TGO-gov.standards-architecture-d-entreprise-gouvernementale
gov.standards--adoption-of-international-standards,Advanced,"The national standards body is a [full member](2026-09-04-iso-atn-agence-togolaise-de-normalisation-member-body) of the international standards organisation, and published 46 national standards in August 2026.","The registry entry records the Agence togolaise de normalisation as Togo's national standards body with [full member body status](2026-09-04-iso-atn-agence-togolaise-de-normalisation-member-body), participating as an observing member on technical and policy development committees.

Under the food-system resilience programme the agency drew up 46 national standards and the accreditation committee 31 certification programmes, [disseminated at Lome on 17 and 18 August 2026](2026-08-18-togo-fsrp-46-normes-nationales-31-programmes-certification) and at Kara on 20 and 21 August, for market access under the continental free-trade area.

The ministry says the standards were drawn up and disseminated, not homologated, and names no international or regional source texts behind them.",TGO-gov.standards-agence-togolaise-de-normalisation
gov.discourse--non-governmental-contribution-to-national-policy,Advanced,"The [national internet governance forum](2026-09-04-togo-igf-forum-national-gouvernance-internet-12e-edition) held its twelfth edition on 19 June 2026, with every digital regulator on the panels.","The forum has run annually since 2010 under the international multistakeholder arrangement, convening government, civil society, private sector, academia and the technical community on internet policy — [the standing mechanism](2026-09-04-togo-igf-forum-national-gouvernance-internet-12e-edition), and the base holds no other.

The twelfth edition, on 19 June 2026, took governing in the era of artificial intelligence, big data and geopolitics as its theme, with the digital ministry, the telecoms regulator, the digital agency, the cybersecurity agency, the identity agency and the data-protection authority named on the programme alongside civil society.

The data-protection authority's [own account](2026-06-20-togo-ipdcp-gouvernance-donnees-togo-igf-2026) of its panel sets out compliance duties on data controllers and announces forthcoming sectoral practical guides.",TGO-gov.discourse-togo-internet-governance-forum
gov.discourse--open-discussion-of-government-policy,No change,"Civic space is rated [Repressed at 29 of 100](2026-09-04-civicus-monitor-togo-civic-space-rating-repressed), unchanged since 2020 after Obstructed in 2018 and 2019.","The monitor's series shows Repressed for 2020 through 2024 after Obstructed in the two preceding years — [a standing position, not a movement](2026-09-04-civicus-monitor-togo-civic-space-rating-repressed). The page carries no publication date and the rating is the one current at retrieval.

One dated in-period statement bears directly on online speech: on [3 October 2025](2025-10-03-togo-justice-met-en-garde-usage-abusif-plateformes-numeriques) the public prosecutor stated that anyone producing, circulating or sharing an unlawful publication would be prosecuted without compromise, and that even a comment endorsing unlawful content exposes the commenter — extending criminal exposure from authorship to endorsement, on the instruments of the penal code, the cybersecurity law, the data-protection law and the press code.

It was published on the government's own portal, so it is the state's statement of its own position.",TGO-gov.discourse-civic-space-rating
infra.connect--internet-usage,Advanced,The regulator now publishes annual quality-of-experience studies and a [quarterly market observatory](2026-06-19-arcep-togo-observatoire-marches-t1-2026); daily data use a subscriber doubled in a year.,"At the first quarter of 2026 the observatory records [6,652,523 mobile data subscriptions](2026-06-19-arcep-togo-observatoire-marches-t1-2026), 75.90 per cent of population, 148,560 fixed data subscriptions at 1.69 per cent, and daily mobile data a subscriber up from 58 MB in the first quarter of 2025 to 115 MB.

The [mobile quality study for 2025](2026-03-17-arcep-togo-qoe-internet-mobile-2025) puts fourth-generation networks at close to 85 per cent of national mobile data traffic and the two operators first and second in the monetary union at 56.37 and 53.09 Mb/s downlink, while recording that web browsing and video streaming remain well short of expectations.

The [fixed study](2026-05-13-arcep-togo-qoe-internet-fixe-2025) records fixed experience as below mobile. Penetration is subscriptions over population, not the share of individuals online.",TGO-infra.connect-quality-of-service-assessment-results|TGO-infra.connect-mobile-network-population-coverage
infra.connect--mobile-affordability,Advanced,A [regulator's decision of 19 February 2026](2026-02-19-arcep-togo-decision-030-transparence-facturation-mobile) made the byte the sole billing unit and carried over unused bundle volumes.,"The decision fixes principles of transparency, non-discrimination and fairness for permanent and promotional mobile offers and [takes effect on signature](2026-02-19-arcep-togo-decision-030-transparence-facturation-mobile). Its announced content carries over unused voice and data volumes for 10 or 30 days by validity, mandates [the byte as the sole billing unit](2026-02-20-arcep-togo-changements-facturation-services-mobiles) so billed volume matches consumed volume, and extends inactivity before deactivation from three months to six.

The decision is issued unilaterally by the regulator's director-general; the announcement's framing of it as jointly agreed with operators and consumer associations is the announcement's, not the instrument's.

Prices themselves have no later published comparison than [April 2023](2023-04-28-arcep-togo-baisse-forfaits-internet-mobile), when entry-level bundles still cost more than six times the top-range rate a gigabyte, the widest such gap in the monetary union.",TGO-gov.legislate-rules-on-mobile-commercial-offers|TGO-infra.connect-mobile-data-price-per-gigabyte
infra.connect--national-fibre-backbone,Advanced,"The backbone is documented for the first time — about [1,500 and 800 route kilometres](2023-02-20-togo-specifications-tic-administrations-acces-internet) — and a seven-year core rebuild was signed.","[Government ICT specification pages](2023-02-20-togo-specifications-tic-administrations-acces-internet) describe the incumbent's backbone at about 1,500 km north-south at 24 fibres a link, doubled at Lome and on two northern axes; the second operator's at about 800 km at 96 fibres; and the government network at about 300 km linking over 600 public buildings, its core rebuilt and lifted from 10 to 100 Gbit/s. The page carries no editorial date, so its February 2023 price validity is a floor.

In [December 2025](2025-12-19-yas-togo-nokia-partenariat-strategique) the incumbent signed a seven-year agreement worth close to 60 billion FCFA to rebuild its fixed and mobile core, transmission and architecture and add more than 500 radio sites.

A [development policy operation](2025-12-15-worldbank-togo-150-million-private-investment-jobs) approved on 15 December 2025 carries a cap on wholesale broadband prices among its prior actions.",TGO-infra.connect-national-fibre-backbone-and-terrestrial
