row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
GAB-infra.cybersec-national-cybersecurity-strategy,GAB,infra.cybersec,ICT Infrastructure,instrument,National cybersecurity strategy,Planned,2026-01-25,Named as an objective of the second national Cybersecurity Forum,2025-11-20,No change,None published,None published; the January 2026 regulator workshop restated resilience gaps without producing one,2025-11-20-gabon-2nd-cybersecurity-forum|2026-01-25-gabon-cybersecurity-ai-soft-power-hub,,The objective is stated by a vendor rather than by ANINF or the ministry
GAB-infra.cybersec-secbom-security-bill-of-material,GAB,infra.cybersec,ICT Infrastructure,instrument,SecBOM security bill of material,Implemented,2025-06-01,"Launched by ANINF under the Presidency, a five-step method with quarterly revisions",2025-06-01,No change,"Launched - asset inventory, standard formatting, integration to the configuration database, quarterly review and linkage to the national security operations centre and incident response team","Unchanged; no asset count, coverage, review cycle or output published in fourteen months",2025-06-01-gabon-aninf-secbom-cybersecurity,,"Its stated linkage target, a national security operations centre and incident response team, is not established anywhere in the base"
GAB-infra.cybersec-seeg-cyberattack-systems-recovery,GAB,infra.cybersec,ICT Infrastructure,instrument,SEEG cyberattack and systems recovery,"Implemented, restoration continuing at remaining centres",2026-08-06,"Utility's 4 August progress briefing, network described as healthy and secured, with billing and payment restored in Libreville and seven interior centres",,Advanced,"95 per cent of information systems collapsed after a sabotage attack (2026-06-15), knocking out the EDAN prepaid-meter top-up platform","Billing and payment services restored in Libreville and seven interior centres (Franceville, Moanda, Akieni, Mounana, Mouila, Port-Gentil, Lastoursville); the utility describes its network as healthy, secured and protected by reinforced measures, with restoration continuing elsewhere (2026-08-04)",2026-08-06-gabon-seeg-cyberattack-systems-recovery,,"Company statement only; the attackers are described as unidentified, and no forensic, criminal or damage-cost report is on file"
GAB-infra.cybersec-united-states-cybersecurity-grant-to,GAB,infra.cybersec,ICT Infrastructure,instrument,United States cybersecurity grant to ANINF,Implemented,2024-01-01,"US$1,249,997 committed and US$49,313 disbursed, against a planned end of 2025-12-22",2024-10-01,No change,"US$1,249,997 committed, US$49,313 disbursed","Unchanged; the planned end date has passed with no completion, extension or further disbursement on file",2024-01-01-state-gab-cybersecurity-gabon-2024-cybersecurity-in-gabon,,Disbursement is 3.9 per cent of commitment on the only reading the base holds
GAB-dpi.exchange-api-pnr-passenger-data,GAB,dpi.exchange,DPI,instrument,API/PNR advance passenger and passenger-name-record system,Implemented,2026-08-14,Moved into its operational phase by the airport-security committee 2026-08-14,,Baseline not held,Not held,"In its operational phase under the COLFA airport-security committee, with Royal Air Maroc named lead carrier for IATA-code implementation under the state's convention with SECURIPORT, and border risk-screening the stated purpose",2026-08-14-gabon-api-pnr-airport-security-data,,"the convention terms, the retention rule for passenger data and any authorisation by the data-protection authority are not held; the biometric-processing prohibition and its derogation are recorded separately"
GAB-dpi.exchange-cemac-interoperable-qr-code-standard,GAB,dpi.exchange,DPI,instrument,CEMAC interoperable QR-code standard,Implemented,2026-07-30,Launched at Douala under Reglement N 02/26/CEMAC/UMAC/CORENOFI of 8 April 2026,,Advanced,Did not exist,"In force across the six member states, routed and settled through the regional switch, with the Gabonese scheme as its pilot",2026-07-30-gabonreview-beac-qr-code-interoperable-cemac|2026-07-30-cemac-gimac-norme-qr-code-interoperable,,"Merchant-presented mode is the primary mode, explicitly to avoid terminal capital cost"
GAB-dpi.exchange-central-africa-health-data-sharing,GAB,dpi.exchange,DPI,instrument,Central African cross-border health-data sharing roadmap,In development,2026-08-21,"Roadmap adopted at the Libreville regional workshop, 18-21 August 2026",,Advanced,Did not exist,"A roadmap for cross-border health-data sharing among the nine Central African member states, adopted at a continental public-health agency advocacy workshop at Libreville on 18-21 August 2026, setting a six-week deadline for drafting an inter-country convention on sharing health data and a four-week deadline for a formal sharing mechanism, to be put to the health ministers of the seven of the nine states that have yet to sign the protocol, after experts worked through the legal, institutional and technical obstacles around data protection, confidentiality and national sovereignty",2026-08-21-lunion-africa-cdc-central-africa-health-data-sharing-roadmap,,"deadlines stated at a workshop; neither the roadmap nor the draft convention is published, and the two states that have signed the protocol are not named"
GAB-dpi.exchange-central-bank-accession-to-the,GAB,dpi.exchange,DPI,instrument,Central bank accession to the Pan-African Payment and Settlement System,In development,2026-07-10,"Accession announced, with member-state banks to be connected by end-2026",,Advanced,Did not exist,"Accession made and integration work not started on the record, against a target of end-2026",2026-07-10-beac-joins-papss-cemac-banks-agenceecofin,,
GAB-dpi.exchange-dhis2-tracker,GAB,dpi.exchange,DPI,instrument,DHIS2 Tracker for non-communicable disease follow-up,Implemented,2026-06-18,"Adopted June 2026, the first francophone African country to do so",2026-06-18,Advanced,Did not exist,"Health establishments enter patient-level information on hypertension and diabetes before its integration into the national DHIS2 system — a record-level feed from facility to national platform rather than aggregate reporting, under the non-communicable disease programme with WHO technical support",2026-06-18-gabon-premier-pays-afrique-francophone-dhis2-tracker,,
GAB-dpi.exchange-government-interoperability-platform,GAB,dpi.exchange,DPI,instrument,Government interoperability platform,In development,2025-10-07,The World Bank indicator for five government entities securely exchanging data stands at a zero baseline,,No change,No entity exchanging data (2024-12-19),"No value published above the zero baseline, and the platform itself is unnamed in the base",2024-12-19-world-bank-digital-gabon-isr-seq7|2025-10-07-gabon-egov-legal-framework,,"The ordinance of September 2025 makes interconnection between administrations compulsory, but names no platform or standard"
GAB-dpi.id-carte-nationale-d-identite-electronique,GAB,dpi.id,DPI,instrument,Carte Nationale d'Identite Electronique,Implemented,2026-06-03,First public coverage figures given to the National Assembly,2024-06-24,Advanced,Launched 2024-06-24 with no enrolment figure on the record and the World Bank indicator still at a zero baseline,"335,384 enrolled, 164,944 cards produced, 147,224 collected, 92,614 files in processing and 78,500 disputed (2026-06-02)",2026-06-03-gabon-cnie-enrolment-figures-assembly|2024-12-19-world-bank-digital-gabon-isr-seq7|2024-06-26-gabon-launches-electronic-national-id-card,,"The prior position is the card-renewal gap after the previous supplier contract ended; the base gives no termination date, so the year is approximate"
GAB-dpi.id-disputed-identity-card-files,GAB,dpi.id,DPI,measure,Disputed identity-card files,,2026-06-03,Minister's answer to the National Assembly,,Baseline not held,No figure held,"78,500 disputed files, about 23 per cent of all enrolments (2026-06-02)",2026-06-03-gabon-cnie-enrolment-figures-assembly,,Rests on press accounts of a spoken answer; no registry or ministry publication exists
GAB-dpi.id-electoral-roll-verification-platform,GAB,dpi.id,DPI,instrument,Electoral-roll verification platform,Implemented,2025-01-01,Published by ANINF for the 2025 electoral cycle,,No change,"Live, keyed on the personal identification number",Live; no usage figure is published at either end of the window,2025-01-01-gabon-electoral-roll-verification-platform,,"The source page is undated, so year precision is assigned"
GAB-dpi.id-identity-card-contract-award,GAB,dpi.id,DPI,instrument,Identity-card contract award,"Implemented, no award notice published",2024-01-01,CNIE issuance launched 2024-06-24,2024-06-24,Advanced,None published,"IN Groupe supplies the card and the digital-identity software and hardware; the DGDI enrols, personalises and issues at its own Oloumi facility, as it does for the passport and the residence permit",2024-01-01-in-groupe-insight-report-2023-24,,"Reconcile 2026-08-09: settled - the three accounts were not three suppliers but two layers. IN Groupe's own annual review (INsight 2023.24, published 2024-01) lists ""ID card and passport in Gabon"" among its delivered solutions; it is the supplier's own statement and the only primary on the question. The DGDI is the issuing authority and personalises in-house at Oloumi alongside the passport and residence permit, which is what the 2024 reporting means by ""produced by the DGDI"", and the two are compatible. The Thales attribution comes from December 2023 reporting of a plan and is confirmed neither by Thales nor by any award; the Semlex contract was broken in 2015. No procurement notice, award publication or gazette entry was found on 2026-08-09 and none is held - the supplier is established by the supplier's own publication, not by any Gabonese public record."
GAB-dpi.id-registre-biometrique-des-personnes-physiques,GAB,dpi.id,DPI,instrument,Registre biometrique des personnes physiques,In development,2025-06-23,Implementation workshop opened,,No change,"Workshop opened, no build reported","No build, pilot or delivery date published",2025-06-23-gabon-legal-digital-id-three-projects,,Seeded on the legacy biometric civil registry
GAB-dpi.id-systeme-national-d-identite-digitale,GAB,dpi.id,DPI,instrument,Systeme national d'identite digitale,In development,2025-09-16,Implementation workshops opened at Ntoum under the Digital Gabon Project,,No change,"Workshops opened, nothing operating",Nothing operating on the record; the last mention is a governance-day framing of 2025-09-16,2025-06-23-gabon-legal-digital-id-three-projects|2025-09-16-gabon-digital-identity-governance-milestone,,"Fourteen months in the window with no build, pilot or delivery date published"
GAB-dpi.pay-bank-card-estate-and-terminal,GAB,dpi.pay,DPI,measure,Bank card estate and terminal usage,,2026-07-30,Bank association figures for end-June 2026,,Baseline not held,No figure held,"457,377 cardholders among 673,793 bank clients, against 326 cash machines and 1,535 merchant terminals; of 1,101,434 transactions in June, 62.41 per cent were cash withdrawals and 24.61 per cent terminal payments",2026-07-30-ga-cartes-bancaires-paiements-tpe,,Industry-reported; a terminal estate 4.7 times the cash-machine estate carries under half its traffic
GAB-dpi.pay-digitax-gabon-revenue-platform,GAB,dpi.pay,DPI,instrument,Digitax Gabon revenue platform,Implemented,2025-09-15,The tax authority's 2024 report puts at least 80 per cent of tax revenue through the system,2024-04,No change,At least 80 per cent of tax revenue collected digitally (2024),Unchanged; no later share has been published,2025-09-15-gabon-2026-budget-revenue-digitalization,,"The share is self-reported by the tax authority, and the launch month is stated without a day"
GAB-dpi.pay-e-tax-declaration-and-payment,GAB,dpi.pay,DPI,instrument,e-tax declaration and payment portal,Implemented,2025-09-15,Portal announced live by the tax authority,,Advanced,"The revenue platform live since April 2024, with no online declaration portal announced",Online declaration and payment portal live,2025-08-18-gabon-etax-dgi-portal-launch|2025-09-15-gabon-2026-budget-revenue-digitalization,,
GAB-dpi.pay-electronic-invoicing-mandate,GAB,dpi.pay,DPI,instrument,Electronic invoicing mandate,Not held,,,,,,,,2026-09-04,
GAB-dpi.pay-cemac-interoperable-issuing-position,GAB,dpi.pay,DPI,measure,Gabonese issuing position in CEMAC interoperable payments,,2026-07-30,GIMAC first-half figures presented at Douala on 2026-07-30,,Baseline not held,No figure held,"Moov Gabon first issuer in the CEMAC with 1,969,325 transactions worth FCFA 68.1bn and Airtel Gabon second with 1,950,401 transactions worth FCFA 55.8bn (first half of 2026); on acquiring, Moov Gabon is third with 758,629 transactions behind Orange Cameroun and MTN Cameroun",2026-07-30-ga-moov-gabon-premier-emetteur-paiements-cemac,,GIMAC figures the outlet states it consulted; no GIMAC publication is held
GAB-dpi.pay-gimacpay,GAB,dpi.pay,DPI,instrument,GIMACPAY,Implemented,2026-07-30,Annual figures for 2025 presented at Douala on 2026-07-30,,Advanced,14.5m transactions worth about FCFA 710bn (2024),20.3m transactions worth FCFA 863bn across 153 participants (2025),2026-07-30-cemac-gimacpay-transactions-2025,,"The 2024 comparator is the outlet's own reconstruction from stated growth rates, not a published figure"
GAB-dpi.pay-madigipaie,GAB,dpi.pay,DPI,instrument,MaDigiPaie,Implemented,2026-07-07,"Launched at Libreville by GIMAC, presided over by the central bank governor",,Advanced,Did not exist,"Live, with more than 1,000 QR codes at launch, extension to the TaxiGab network on 2026-02-28 and municipal facilitation agreed on 2026-07-03",2025-12-09-gimac-madigipaie-lancement-libreville|2025-12-11-gabon-madigipaie-digital-payments-launch|2026-03-01-gabon-madigipaie-taxigab|2026-07-07-gabon-lunion-madigipaie-libreville,,"No transaction volume, value or merchant count above the 1,000 launch codes has been published since"
GAB-dpi.pay-mobile-money-accounts,GAB,dpi.pay,DPI,measure,Mobile-money accounts,,2025-12-11,Ministry of Economy figures cited at the MaDigiPaie launch,,No change,4.5m accounts of which 1.6m active (end-2024),The same end-2024 figures remain the base's current statement,2025-12-11-gabon-madigipaie-digital-payments-launch,,"368.3m transactions worth FCFA 4,087bn in 2024, against FCFA 3,487bn in 2023"
GAB-dpi.pay-national-platform-for-the-payment,GAB,dpi.pay,DPI,instrument,Ordonnance 0002/PR/2026 on digital payments,"Enacted, ratification bill before the National Assembly",2026-05-22,Made 29 January 2026; ratification heard by the finance committee 22 May 2026,2026-01-29,Advanced,"No decree, operator contract or launch communique held","Ordonnance 0002/PR/2026 of 29 January 2026 fixes the rules applicable to digital payments across Gabon, characterised by the government as filling a legal vacuum with a protective framework governing online transactions and payments and aligned to the CEMAC payment-services regulation of 21 December 2018; the ratification bill was heard by the National Assembly's finance committee on 22 May 2026",2026-05-22-gabon-cadre-juridique-paiements-digitaux-assemblee-nationale|2026-01-29-gabon-communique-conseil-ministres-ordonnance-paiements-digitaux,,The text of the ordinance itself was not reachable
GAB-dpi.registry-cadastre-digitalisation-under-the-land,GAB,dpi.registry,DPI,instrument,Cadastre digitalisation under the land-title programme,In development,2025-12-02,A strategic proposal for an integrated urban land management system was submitted,,Advanced,Not on the record,"Proposal received and drone purchases announced; no system, contract award or delivery date is held",2025-11-24-gabon-cadastre-modernization-ign-fi|2025-12-02-gabon-cadastre-digitalisation-land-title,,"A proposal was submitted rather than awarded, so no engagement, signature or value is established"
GAB-dpi.registry-fichier-unique-de-participation,GAB,dpi.registry,DPI,instrument,Fichier Unique de Participation,Implemented,2026-01-14,Stated established at the ministerial session of 2026-01-13,,Advanced,Did not exist,"Reported established, to centralise data on state participations",2026-01-14-gabon-public-finance-egov-initiatives,,"A single secondary account; no register, scope, publication or operator is held"
GAB-dpi.registry-iboga-biometric-civil-registry,GAB,dpi.registry,DPI,instrument,IBOGA biometric civil registry,Implemented,2025-06-23,Named as an existing system in the legal-identity stocktake,2012-09-20,No change,Operating,"Operating, and still the seed base for the planned biometric register",2012-09-20-gemalto-gabon-biometric-national-registry|2025-06-23-gabon-legal-digital-id-three-projects,,
GAB-dpi.registry-land-title-cession-decisions,GAB,dpi.registry,DPI,measure,Land-title cession decisions,,2025-12-01,"Ministers' account on public television, 2025-11-30",,Baseline not held,No figure held,"About 1,200 cession decisions signed in 2025, with about 3,000 beneficiaries owing about FCFA 14bn in unpaid fees",2025-12-01-gabon-land-registry-cession-figures,,"A ministerial television statement, not a published register return"
GAB-dpi.registry-loi-008-2022-etat-civil,GAB,dpi.registry,DPI,instrument,Loi 008/2022 organising civil status,Implemented,2022-06-24,Enacted 24 June 2022,2022-06-24,Advanced,Did not exist,"In force as the statute organising civil status, under which the biometric civil registry runs",2022-06-24-loi-008-2022-organisation-etat-civil-republique-gabonaise,,
GAB-dpi.mis-connected-schools,GAB,dpi.mis,DPI,measure,Connected schools,,2026-07-30,Education minister's statement at the tablet handover,,Baseline not held,No count held,148 connected schools,2026-07-30-agp-gabon-1000-tablettes-education-unicef-banque-mondiale,,"The first published count the base holds, minister-stated and with no denominator given"
GAB-dpi.mis-egabon-health-information-system,GAB,dpi.mis,DPI,instrument,eGabon health information system,Piloting,2025-07-29,Second-phase equipment handed to thirteen pilot health facilities,,No change,Thirteen pilot facilities equipped,"Still thirteen pilot facilities; no facility count, interconnection figure or national rollout published",2025-07-29-gabon-egabon-sis-health-mis-equipment,,
GAB-dpi.mis-fichier-unique-de-reference,GAB,dpi.mis,DPI,instrument,Fichier unique de reference (FUR) civil-service HR and payroll system,"Implemented, near-inoperative",2026-08-27,Emergency restoration plan ordered 2026-08-25,,Regressed,In service as the central civil-service human-resources and payroll record,"Near-inoperative for several months, blocking tenure confirmations, reclassifications, recruitments and promotions and stopping their pay effects reaching agents; the breakdown sits in the data-replication link between the civil service and pay services, forcing manual processing of large numbers of administrative acts. On 25 August 2026 the vice-president of the government convened the civil service and digital economy ministers and ordered an emergency plan restoring career management, agent mobility and data replication",2026-08-27-sonapresse-fur-redynamiser-fonction-publique|2026-08-26-gabonreview-fur-carrieres-soldes-fonctionnaires,,"the roughly twenty-year-old application was built by the national IT agency, which is to fix the coding failures that leave regularised administrative situations invisible to payroll; the civil service ministry says it is migrating to an integrated state human-resources management system, SIGRH"
GAB-dpi.mis-sydonia-world,GAB,dpi.mis,DPI,instrument,SYDONIA World and the e-DIEBS customs platform,Implemented,2026-03-20,"e-DIEBS platform on SYDONIA World, March 2026",2020-04-01,Advanced,Not named in the base,"Customs run on SYDONIA World, recorded by UNCTAD in 2020, with the e-DIEBS platform running on it from March 2026",2026-03-20-douanes-gabonaises-plateforme-e-diebs-sydonia-world|2020-04-01-unctad-asycuda-newsletter-april-2020-gabon-sydoniaworld,,
GAB-dpi.mis-systeme-d-information-et-de,GAB,dpi.mis,DPI,instrument,Systeme d'information et de gestion de l'education,Implemented,2026-07-30,School-health and well-being indicators integrated into the system,,Advanced,"Operating, with school-health indicators being integrated","Operating, with 1,000 tablets delivered on 2026-07-30 for the 148 connected schools",2025-08-09-gabon-school-health-sige-integration|2026-07-30-agp-gabon-1000-tablettes-education-unicef-banque-mondiale|2025-03-11-gabon-school-data-collection-priority,,"The tablets are a teaching input, and the base does not connect them to the system"
GAB-dpi.govtech-administration-ga,GAB,dpi.govtech,DPI,instrument,administration.ga,In development,2026-08-04,Presented to the Vice-President at Libreville,,Advanced,Did not exist,"Presented as an integrated suite for secure messaging, meeting management and the exchange of confidential documents between civil servants, built with the Gabonese start-up Zaghi Digital, with the state holding the source code at no cost; no contract, cost, timetable or hosting arrangement is stated",2026-08-04-gabon-le-gouvernement-sassocie-au-cgi-pour-la-plateforme-administration-ga,,Deployment is to follow a review of procedures ministry by ministry; no rollout date is published
GAB-dpi.govtech-gabon-connect-single-digital-window,GAB,dpi.govtech,DPI,instrument,Gabon Connect single digital window,Planned,2026-02-20,Presented to the President by the supplier,,Advanced,Did not exist,"Presented; no build stage, launch date, budget or procurement record is held",2026-02-20-gabon-connect-single-digital-window,,"The same supplier as the public finance system, under the convention of 2024-05-31. The base does not state whether the government services portal the Secretariat general du Gouvernement put into pilot preparation in June 2026 is this instrument or a second one"
GAB-dpi.govtech-government-services-portal-pilot,GAB,dpi.govtech,DPI,instrument,Government services portal (Secretariat general du Gouvernement pilot),In development,2026-08-31,"Interministerial consultations opened for the pilot phase, June 2026",,Advanced,Did not exist,"In pilot preparation across five ministries, with at least ten services to be integrated by December 2026, alongside work on the SIGRH human-resources and payroll system under the Gabon Digital programme; an Interior Ministry delegation spent nearly two weeks in Kigali studying Rwanda's service portal, digital identity, cybersecurity and interconnection of administrative systems",2026-08-31-wearetech-gabon-rwanda-digital-transformation,,"the base does not state whether this is the same instrument as the separately recorded Gabon Connect single digital window; no budget, supplier or hosting arrangement is published for the pilot"
GAB-dpi.govtech-makokou-digital-access,GAB,dpi.govtech,DPI,instrument,"Public Wi-Fi and driving-licence enrolment centre, Makokou",Implemented,2026-09-01,"Delivered as part of the Liberation Day programme, reported 1 September 2026",,Advanced,Did not exist,"Two public Wi-Fi spaces installed and an enrolment centre fitted with a local network, dedicated connectivity, dedicated electrical circuits, inverters and voltage regulators to keep it running",2026-09-01-techafricanews-gabon-makokou-wifi-driving-licence,,
GAB-dpi.govtech-sigfip,GAB,dpi.govtech,DPI,instrument,SIGFIP public finance management system,Implemented,2026-01-17,Launched 2026-01-17,2026-01-17,Advanced,Did not exist,Launched as the integrated public finance management system,2026-01-17-gabon-lancement-sigfip-finances-publiques,,
GAB-dpi.govtech-systeme-integre-de-gestion-des,GAB,dpi.govtech,DPI,instrument,Systeme integre de gestion des finances publiques,Implemented,2026-02-20,Launched following the presidential directive of 2025-10-03,,Advanced,Did not exist,"Live and connected to the Treasury, with national and overseas-post rollout stated as intended",2026-01-18-gabon-sigfip-public-finance-platform-launch|2026-02-20-gabon-connect-single-digital-window,,Built under a convention of 2024-05-31; no transaction volume or coverage figure is published
GAB-dpi.govtech-tourist-electronic-visa-platform,GAB,dpi.govtech,DPI,instrument,Tourist electronic visa platform,Implemented,2026-08-02,"Developed in 2025, with a trade familiarisation session held on 2026-07-31",,Baseline not held,Not on the record,"Operating for a three-month free tourist visa; no volumes, processing times or window dates published",2026-08-02-gabon-e-visa-touristique-barrieres-administratives,,
GAB-digital.localgov-aninf-provincial-office-network,GAB,digital.localgov,Digitalisation,instrument,ANINF provincial office network,Implemented,2026-06-24,First provincial office inaugurated at Franceville,,Advanced,No office outside Libreville since the agency was created in 2011,One provincial office,2026-06-24-gabon-aninf-franceville-office,,"Source flagged pr-wire; no staffing, budget or service figure is given"
GAB-digital.localgov-libreville-municipal-revenue-digitalisation-system,GAB,digital.localgov,Digitalisation,instrument,Libreville municipal revenue-digitalisation system,Implemented,2026-07-07,"The mayor stated the city already operates its own system, developed with the Treasury",,Baseline not held,Not on the record,"Operating, and explicitly distinct from the national scheme, which will not replace it",2026-07-07-gabon-lunion-madigipaie-libreville,,"Unnamed and undated, with no coverage or revenue figure"
GAB-tech.ai-agenda-2063-reporting-training,GAB,tech.ai,Technology,instrument,Artificial intelligence in continental plan monitoring,Implemented,2026-08-31,Training attended 2026-08-31,,Advanced,Did not exist,two officials of the forward-planning directorate trained in Lusaka on using artificial intelligence to monitor and report the continental plan's second ten-year implementation phase,2026-08-31-gabon-dgpro-ai-agenda-2063,,
GAB-tech.ai-artificial-intelligence-compute-capacity,GAB,tech.ai,Technology,instrument,Artificial-intelligence compute capacity,Not held,,,,,,,,2026-09-04,
GAB-tech.ai-deployed-artificial-intelligence-system-or,GAB,tech.ai,Technology,instrument,Deployed artificial-intelligence system or use-case register,Not held,,,,,,,,2026-09-04,
GAB-tech.ai-morocco-gabon-digital-transformation-and,GAB,tech.ai,Technology,instrument,Morocco-Gabon digital transformation and artificial intelligence protocol,"Implemented, no workplan published",2026-04-13,"Signed as an outcome of the GITEX Africa exhibition at Marrakech, 7-9 April 2026",,Advanced,Not held,"A protocol on exchange of artificial-intelligence expertise and on capacity-building for digital skills in Gabon, with no budget, term, workplan or named programme",2026-04-13-techafricanews-morocco-gabon-digital-skills,,The date is padded to the close of the exhibition window; this is the only Gabonese instrument in the base whose stated subject is artificial intelligence
GAB-tech.ai-national-artificial-intelligence-strategy-or,GAB,tech.ai,Technology,instrument,National artificial-intelligence strategy or policy,Not held,2026-08-28,No strategy or policy adopted; a continental index places the country on commitments rather than delivery,,No change,Not held,"Not held: the country places inside a continental governance ranking's top thirteen on stated commitments, with the account itself putting a wide gap between those and what exists (2026-08)",2026-08-28-echosdeleco-gabon-ai-governance-index,2026-09-04,"A dated, searched absence: the ranking is evidence that no strategy or policy instrument is in force."
GAB-tech.ai-governance-index,GAB,tech.ai,Technology,measure,Placing on the African artificial-intelligence governance index,,2026-08-28,Ranked inside the continent's top thirteen,,Baseline not held,Not held in the base,"Inside the continent's top thirteen on artificial-intelligence governance, the account itself putting a gap between the official commitments and what is in place (2026-08)",2026-08-28-echosdeleco-gabon-ai-governance-index,,A ranking rather than a capability: the same account states the gap between stated commitment and delivery is wide.
GAB-tech.ai-voice-assistant-on-feature-phones,GAB,tech.ai,Technology,instrument,Voice AI assistant reachable from a feature phone,Implemented,2026-08-24,"Service launched by a mobile operator, August 2026",2026-08-24,Advanced,Did not exist,"An operator has launched a voice artificial-intelligence service reachable by dialling 333 from an ordinary feature phone, with no smartphone and no internet connection required; no user count, language coverage or tariff is on file",2026-08-24-infosgabon-moov-mia-assistant-vocal-sans-internet,,Delivering an AI service over the voice channel reaches the part of the population a data-only service does not.
GAB-tech.industry-digital-sector-economic-weight,GAB,tech.industry,Technology,instrument,Digital sector economic weight,Not held,,,,,,,,2026-09-04,
GAB-tech.industry-ride-hailing-market-entry,GAB,tech.industry,Technology,instrument,Ride-hailing platform entry at Libreville,Planned,2026-08-19,Driver recruitment begun August 2026,,Advanced,Did not exist,"A ride-hailing platform began recruiting drivers at Libreville in partnership with a local transport operator, without announcing a launch date, the cities it will serve, its tariffs or its regulatory framework; it works as a pure intermediary with no fleet or drivers of its own, entering a market where one competitor has operated since 2021 and electric taxis were deployed in late 2025 under a state-backed project",2026-08-19-gabonreview-yango-libreville-transport-urbain,,no regulatory framework for the entry is stated
GAB-tech.innovate-startup-financing-partnership,GAB,tech.innovate,Technology,instrument,Innovation centre and angel network financing partnership,Implemented,2026-08-20,Partnership sealed 2026-08-20,,Advanced,Did not exist,A partnership between the national innovation centre and a domestic angel investor network to ease startups access to financing,2026-08-20-agp-gabon-cgi-gain-startup-financing-mou,,"no fund size, deal pipeline or first investment is published"
GAB-tech.innovate-kimba-connect,GAB,tech.innovate,Technology,instrument,Kimba Connect,"Implemented, final postponed",2026-08-11,Revised pitch agenda published 2026-08-11; final pushed to late September or early October 2026,,"Advanced, final postponed","Did not exist, the July 2026 launch being billed as the first edition","Launched with the employers' federation, targeting an ecosystem the organisers put at 150 to 200 start-ups, and offering finance, technology, labelling and market access. The final set for 2026-08-04 was postponed on 2026-08-06 after participating start-ups objected to how the edition was organised; a revised agenda published on 2026-08-11 runs pitches to 24 August and moves the final to late September or early October. The accelerator reports 155 registered start-ups, 133 of which submitted against its 16 published challenges, and 66 shortlisted",2026-08-11-gabon-kimba-connect-preselection-agenda|2026-08-06-gabon-postpones-kimba-connect-finale-following-startup-concerns|2026-07-14-kimba-connect-gabon|2026-07-17-gabon-garantie-publique-huawei-start-up,,"the registration, submission and shortlist figures are the organisers' own; no laureate list or selection criteria is held"
GAB-tech.innovate-start-up-and-digital-enterprise,GAB,tech.innovate,Technology,instrument,Start-up and Digital Enterprise Act,Planned,2026-02-10,Named as forthcoming by the digital economy minister,,"Advanced, announcement only",Not held,"Named as forthcoming, with no bill, gazetted text or timetable, and nothing further on file",2026-02-10 Why Africa should sequence not rush into AI,,The only mention in the base is the minister's own commentary; no Gabonese primary names the instrument
GAB-tech.innovate-start-up-hosting-memorandum-with,GAB,tech.innovate,Technology,instrument,Start-up hosting memorandum with the Nkok operator,"Implemented, no rate card published",2026-07-06,Signed at the data-centre inauguration,,Advanced,Did not exist,"Ministry-supported start-ups to get professional hosting at preferential rates, with no rate, eligibility list or take-up figure published",2026-07-06 Gabon Inaugurates First Tier III Datacenter to Boost Digital Sovereignty,,
GAB-tech.innovate-start-up-labelling-criteria-and,GAB,tech.innovate,Technology,instrument,Start-up labelling criteria and register,Not held,,,,,,,,2026-09-04,
GAB-tech.innovate-state-digital-incubator,GAB,tech.innovate,Technology,instrument,State digital incubator,"Under review, interim management pending a decision on its future",2026-08-27,"Placed under interim management rather than closed, reported 2026-08-27",,Regressed,Operating as the state digital incubator created ten years earlier under a donor-financed digital project,"The director general was removed at a board meeting while he was abroad and the Libreville head office has been emptied with no new address announced, but the incubator has been placed under interim management rather than closed: a deputy director general of the state holding that owns 30 per cent of its capital holds the post pending a new model. Options under discussion are a state takeover, conversion to a parapublic entity, absorption into the national innovation centre, or supervision by the state holding, and the digital economy ministry is to decide. The claimed record since 2018 is 314 startups supported, about FCFA 550m mobilised and a 68 per cent post-incubation survival rate",2026-08-27-sonapresse-sing-restructuration-directeur-general|2026-08-24-gabonreview-sing-sa-dg-limoge-projet-fusion-cgi,,"no ministerial statement of the incubator's future is on file; an audit is reported to have found months of unpaid rent and difficulty meeting salaries, on a source close to the file rather than a published document"
GAB-capacity.literacy-basic-computing-and-internet-certificate,GAB,capacity.literacy,Capacity,instrument,Basic computing and internet certificate for education,Planned,2026-07-24,Draft decree on its issuance validated at the national workshop,,Baseline not held,Not on the record,"A draft decree only, with no syllabus, awarding body, cohort target or start date published",2026-07-24-agp-gabon-textes-application-digitalisation-des-enseignements,,
GAB-capacity.literacy-named-national-digital-literacy-programme,GAB,capacity.literacy,Capacity,instrument,Named national digital-literacy programme,Not held,,,,,,,,2026-09-04,
GAB-capacity.training-cybastion-training-commitment,GAB,capacity.training,Capacity,instrument,Cybastion training commitment,Implemented,2026-08-11,"Cisco Networking Academy CCST training under way at Libreville's American Corner, reported 2026-08-11",2025-06-28,Advanced,"Announced, with no cohort, curriculum, start date or delivery partner published",Cisco Networking Academy CCST-certification training under way for participants at Libreville's American Corner under the Africa DigiEmpower programme; no cohort size or completion date published,2025-06-29-gabon-lunion-national-datacenter|2026-08-11-cybastion-us-embassies-digital-skills-africa,,
