indicator_id,progress,summary,developments,row_ids
digital.localgov--ict-infrastructure-for-local-government,Advanced,[Thirty-eight constituency centres](2026-07-22-independentnews-digital-eswatini-project-leadership) are included in the digital project's connectivity target.,"The centres are part of the 1,031-institution target ([centres](2026-07-22-independentnews-digital-eswatini-project-leadership)).

No timetable, service list or per-centre arrangement is published. Constituency centres are the tier at which most citizens meet the state in this country, so their inclusion in the connectivity target is the single most consequential line in it.",SWZ-digital.localgov-tinkhundla
digital.rural--digitalisation-of-rural-registry-offices,Advanced,"[Short-code access to public services](2026-06-24-ict-trains-change-agents-e1-2bn-digitization) is planned so citizens without smartphones can transact, and [44 devices were handed to agricultural extension officers](2026-08-10-eswatini-sapemp-digital-equipment-extension-officers).","Short-code access is planned under the digital project specifically so citizens without smartphones can transact ([access](2026-06-24-ict-trains-change-agents-e1-2bn-digitization)). In a country where data cost sits above the affordability threshold, that is the design choice that decides whether the rest of the programme reaches anyone rural.

Forty-four devices were handed to extension officers in August 2026, with no officer total, data platform, reporting standard or custodian for the collected field data stated ([devices](2026-08-10-eswatini-sapemp-digital-equipment-extension-officers)).

Field data collected on state-issued devices with no named custodian is a data-protection question the guidelines under validation do not yet reach.",SWZ-digital.rural-ussd|SWZ-digital.rural-extension-officer-devices
tech.industry--national-capacity-in-dt-related-production,Advanced,A [provisional banking licence was granted](2026-07-22-letshego-digital-banking) for a transition to a full digital bank.,"The provisional licence was granted and the transition is under way ([licence](2026-07-22-letshego-digital-banking)).

No capital, timetable, customer base or launch date is published. It is the only domestic digital-industry item in this ledger apart from platforms delivered by a mobile operator.",SWZ-tech.industry-letshego
capacity.literacy--digital-literacy-general-population,Advanced,"The ICT minister [set a target for digitally skilled citizens](2026-02-02-300000-emaswati-needed-for-country-digital-future), and a domestic practitioner [published guidance on digital workplace transformation](2026-01-25 ICT EXPERT UNVEILS BOOK ON DIGITAL WORKPLACE TRANSFORMATION).","The target was set in February 2026 ([target](2026-02-02-300000-emaswati-needed-for-country-digital-future)) and no programme, budget or measurement method is attached to it.

A book by a domestic ICT practitioner is the only other literacy item in the ledger ([book](2026-01-25 ICT EXPERT UNVEILS BOOK ON DIGITAL WORKPLACE TRANSFORMATION)).

A national skills target with no delivery instrument behind it, in a country whose stated internet-usage and youth-unemployment rates are recorded elsewhere in this report, is an aspiration rather than a programme.",SWZ-capacity.training-target|SWZ-capacity.literacy-book
capacity.training--graduates-entering-dt-ecosystem,Advanced,"[Artificial-intelligence, robotics and cybersecurity training](2026-08-06-ai-robotics-training-coming-to-innovation-hubs) was announced as the next phase at innovation hubs, and [cross-ministry change agents](2026-06-24-ict-trains-change-agents-e1-2bn-digitization) are in training for the 2027 rollout.","The hub curriculum was announced at a hub handover as the phase beyond basic digital literacy ([curriculum](2026-08-06-ai-robotics-training-coming-to-innovation-hubs)).

Change agents across ministries are in training for the digital project's 2027 rollout ([agents](2026-06-24-ict-trains-change-agents-e1-2bn-digitization)).

Neither carries a cohort size, curriculum, completion measure or placement figure. Training change agents ahead of a rollout is the correct order, and it is the only training in this unit tied to a specific delivery date.",SWZ-capacity.training-hubcurriculum|SWZ-capacity.training-changeagents
include.divides--bridging-of-digital-divides,Advanced,"A [second community innovation hub opened](2026-08-08-govt-launches-macetjeni-ihub-to-drive-digital-innovation) in August 2026, against a stated 58 per cent internet-usage rate and 56 per cent youth unemployment.","The second hub opened in a rural region ([hub](2026-08-08-govt-launches-macetjeni-ihub-to-drive-digital-innovation), [phase](2026-08-06-ai-robotics-training-coming-to-innovation-hubs)).

It opened against a stated 58 per cent internet-usage rate and 56 per cent youth unemployment, and the account is the funding agency's own ([opening](2026-08-06-eswatini-undp-macetjeni-ihub-digital-skills)).

No financing figure was disclosed for the facility, and no user, training or enterprise-support count is published for either hub ([hubs](2026-08-07-eswatini-macetjeni-ihub-launch)). Two hubs are the country's whole physical inclusion programme.",SWZ-include.divides-ihubs|SWZ-capacity.training-macetjeni-ihub|SWZ-include.access-innovation-hubs
data.statistics--censuses-and-surveys,Advanced,"A [consumer financial survey](2026-07-24-cbe-launches-survey-financial-inclusion-eswatini) launched its 2026 round, replacing a 2018 measurement, and a [communications sector study](2026-01-19-e2-8m-study-signals-bright-2026-digital-outlook) was tendered at about E2.8m.","The survey round was launched in July 2026, replacing a measurement eight years old ([survey](2026-07-24-cbe-launches-survey-financial-inclusion-eswatini)).

The sector study tender was awarded in January 2026 ([study](2026-01-19-e2-8m-study-signals-bright-2026-digital-outlook)).

Both are commissioned measurements rather than recurring statistical series, and both are being stood up to replace figures the country has been reading from foreign reference studies — which is what the account-ownership and cash-share cells in this report rest on.",SWZ-data.statistics-finscope|SWZ-data.statistics-sector
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,Advanced,"A [hyperscaler memorandum](2026-04-10-former-minister-defends-google-mou) was confirmed by the attorney-general to have followed Cabinet and legal consultation, and a [specimen sharing agreement](2025-12-12-us-eswatini-health-specimen-sharing-agreement) entered into force in January 2026.","The attorney-general confirmed that Cabinet approval and legal consultation preceded signature ([confirmation](2026-04-10-former-minister-defends-google-mou), [partnership](2025-01-21-google-works-with-eswatini-to-accelerate-digital-economy)), and the country was represented at the vendor's continental summit with its citizen application showcased ([summit](2026-07-05-eswatini-digital-progress-earns-continental-spotlight), [partners](2025-01-20-insidebiz-eswatini-partners-with-google)).

The specimen sharing agreement was signed in December 2025 and entered into force on 11 January 2026. The memorandum it hangs on is not published: main texts were posted for several countries and removed, and for this country only the agreement remains posted ([agreement](2025-12-12-us-eswatini-health-specimen-sharing-agreement)).

So the hyperscaler arrangement was contested in public and its approval route confirmed, while the health arrangement's governing memorandum was published and then withdrawn.",SWZ-dpi.govtech-google|SWZ-geopol.usa-google|SWZ-geopol.usa-specimen-sharing-agreement
geopol.gulf--gulf-mous-engagements-and-commitments,Advanced,A [women digital academy](2026-07-23-eswatini-launches-africa-first-womens-digital-academy) was launched virtually under a bilateral memorandum signed at a United Nations General Assembly.,"The academy launched in July 2026 under a memorandum signed at the 2025 General Assembly ([academy](2026-07-23-eswatini-launches-africa-first-womens-digital-academy)).

No cohort size, curriculum, funding or duration is published. It is the only delivered output of any Gulf arrangement in this ledger; the other, on power for the national data centre, remains an unsigned discussion.",SWZ-geopol.gulf-academy
dpi.registry--social-protection-register,Advanced,"A [social registry is piloting in one of four regions](2026-06-18-world-bank-injects-e42-5-million-social-registry), with 44,683 households enrolled and targeting run on a proxy means test.","The national dynamic social registry published the results of its Shiselweni region pilot, including disability data ([results](2026-08-31-eswatini-shiselweni-imbeleko-disability-data)).

[The Shiselweni pilot covered 47,766 households, registered 44,683 of them and recorded 3,088 as vacant or non-consenting](2026-06-18-world-bank-injects-e42-5-million-social-registry), against a projected 47,260 households in the region.

[Targeting uses a proxy means test built on 20 variables from the household income and expenditure survey, and the programme carries US$2.5 million, about E42.5 million, of World Bank funding](2026-06-18-world-bank-injects-e42-5-million-social-registry); each region is to be given three months to implement.

No national rollout date, no statement of which grant programmes will draw on the registry, and no data-protection or grievance arrangement for it, are on record.",SWZ-dpi.registry-social-registry-imbeleko
dpi.mis--justice,Advanced,"An [integrated electronic case management system](2026-05-21-new-digital-court-system-case-delays) launched in August 2025 is being extended across the justice sector, with no live-service statement yet.","The system was launched by the justice ministry on 18 August 2025, beginning end-user capacity building across the sector ([system](2026-05-21-new-digital-court-system-case-delays)).

It is designed to replace paper filing with electronic case filing, virtual hearings and case tracking, and to connect the judiciary, the justice ministry, the law society, the police, the anti-corruption commission and correctional services on one platform; a development agency donated the equipment ([design](2026-05-21-new-digital-court-system-case-delays)).

Parliamentary portfolio committees were briefed on 20 May 2026, where the senate president raised the security of court files in the system ([briefing](2026-05-21-new-digital-court-system-case-delays)). No case volume, court coverage or go-live date is published.",SWZ-dpi.mis-integrated-electronic-case-management
dpi.mis--education,Advanced,"A [school education management information system went national in March 2024](2024-04-26-eswatini-launches-semis), carrying individual learner and staff records keyed to a personal identification number.","[The system was launched nationally between 19 and 22 March 2024](2024-04-26-eswatini-launches-semis), after a pilot begun in 2020 and testing in ten schools.

It replaces semi-annual paper returns entered centrally into a desktop database, carries both aggregate education data and individual learner and staff records identified by a personal identification number, and was built on an open-source platform by the education ministry with a UN agency, a university and two implementing partners ([implementation](2024-01-01-eswatini-dhis2-for-education-implementation)).

Unreliable internet, a shortage of school-owned devices and limited digital skills leave most rural primary schools collecting enrolment, attendance and learner data on paper for later entry ([constraints](2024-01-01-eswatini-dhis2-for-education-implementation)). No enrolment count or data-sharing arrangement with the population register is published.",SWZ-dpi.mis-school-education-management-information-system
dpi.mis--tax,Advanced,"[Online filing has been compulsory since 2022](2022-05-01-mandating-digital-tax-tools-covid-eswatini), and the revenue service is [procuring fiscalisation and electronic invoicing](2025-05-13-daily-business-transactions-monitored-ai-tax-fraud) to close an [E4.4 billion tax gap](2025-10-29-ers-intensifies-drive-close-tax-gap).","Online filing was made compulsory for income tax payers with a zero-cash-handling payment policy; an independent evaluation found registered taxpayers 60 per cent less likely to file nil returns and 70 per cent more likely to pay once they had filed ([mandate](2022-05-01-mandating-digital-tax-tools-covid-eswatini)).

[The tax gap stands at E4.4 billion, with wholesale and retail the largest contributor, chiefly in value added tax](2025-10-29-ers-intensifies-drive-close-tax-gap), and the compliance improvement plan segments taxpayers four ways and names analytics and fiscalisation as the detection method.

A fiscalisation and electronic invoicing system went to the market in May 2025, specified for real-time invoice reporting, fiscal devices integrated with revenue systems and predictive targeting of high-risk taxpayers; no award, supplier or value is on record ([procurement](2025-05-13-daily-business-transactions-monitored-ai-tax-fraud)).",SWZ-dpi.mis-mandatory-online-tax-filing|SWZ-tech.ai-fiscalisation-and-electronic-invoicing|SWZ-dpi.exchange-revenue-service-data-matching
dpi.exchange--interoperability-of-health-systems,Advanced,"A [master patient index](2026-01-30-disconnected-to-integrated-eswatini-healthcare-systems) feeds a standards-based exchange, and dispensing in the clinical system now updates stock in the logistics system.","The master patient index, matching patients deterministically and probabilistically and integrated with the population registry, feeds a standards-based health information exchange ([exchange](2026-01-30-disconnected-to-integrated-eswatini-healthcare-systems)).

In-country developers completed training in the first quarter of 2026 producing automated data flows from the clinical system into the district health information platform, aligned to the health interoperability standard ([first quarter](2026-03-31-hmis-eswatini-cmis-dhis2-integration)).

A June 2026 workshop validated a live integration under which dispensing a medicine in the clinical system updates stock in the logistics system, implemented so far for antiretroviral medicines ([integration](2026-06-12-hmis-eswatini-cmis-elmis-integration)).

Health is the one sector on this base where interoperability is running rather than proposed. Legacy systems elsewhere in the sector remain fragmented on the health agency's own account.",SWZ-dpi.exchange-health-information-exchange|SWZ-dpi.mis-health-information-system-optimisation|SWZ-dpi.mis-client-management-information-system
dpi.registry--land-register,Advanced,"The [deeds registry is still manual](2025-08-25-eswatini-delegation-kenya-lands-benchmarking), with the registrar stating an intention to move to a fully electronic system after two study missions in five months.","A delegation from the deeds registry and the science and technology park made a five-day study visit to a neighbouring land registry in August 2025, the second such mission in five months, the first having been led by the principal secretary for natural resources and energy ([mission](2025-08-25-eswatini-delegation-kenya-lands-benchmarking)).

The registrar stated that registration and storage of deeds remain manual and that the country is working to upgrade them into a fully electronic system ([position](2025-08-25-eswatini-delegation-kenya-lands-benchmarking)).

No system, procurement, budget line or date for that upgrade is on record, and no parcel or title count is published.",SWZ-dpi.registry-deeds-registry-digitisation
dpi.registry--business-register,Advanced,"Company registration runs online with [incorporation in a day](2025-01-01-eswatini-company-registration-procedure), and a Bill to replace the 2009 Act and digitise registration is between the two Houses.","Company name search and reservation run online with incorporation in a day ([procedure](2025-01-01-eswatini-company-registration-procedure)), and a one-stop shop for investors opened in July 2025 offering a trading licence and a taxpayer number in one place.

The Companies Bill of 2024, which would replace the Companies Act of 2009 and digitise company registration, passed the House of Assembly on 18 September 2025 ([passage](2025-09-18-eswatiniobserver-mps-pass-companies-bill)) and the Senate moved on 5 March 2026 to take it at the stage it had reached ([order paper](2026-03-05-senate-order-paper-companies-bill)).

The Bill is not assented or commenced, so the register still runs under a statute of 2009 ([Act](2009-01-01-companies-act-2009-eswatini)).

No count of registered companies, or of registrations completed online, is published at any date.",SWZ-dpi.govtech-company-registration-online|SWZ-dpi.govtech-business-one-stop-shop|SWZ-gov.legislate-companies-bill
dpi.registry--tax-register,No change,"Taxpayer identification number registration is [free but paper-based](2024-01-01-eswatini-tin-registration-procedure), on a form collected from an office or downloaded, with twelve supporting documents.","The procedure is free and administered by the revenue service under the value added tax statute, with the form collected from an office or downloaded and twelve supporting documents required, from a certified certificate of incorporation to evidence of a fixed place of business and the capacity to keep accounting records ([procedure](2024-01-01-eswatini-tin-registration-procedure)).

There is no online submission route, which sits against company registration in the same ministry running through the government portal ([company](2025-01-01-eswatini-company-registration-procedure)).

No count of registered taxpayers is published, and the underlying forms the procedure page links carry dates of April 2020.",SWZ-dpi.registry-taxpayer-identification-number-registration
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,No change,A [university computer science department](2024-01-01-uneswa-computer-science-department) names a health-informatics research group and a cybersecurity and forensics group alongside a masters programme.,"The department runs undergraduate and masters programmes in computer science, information technology and information science, and lists two research groups, one in health informatics and one in cybersecurity and forensics, with pages for publications and conferences and for research grants ([department](2024-01-01-uneswa-computer-science-department)).

It also hosts an ICT fair, a deep learning event and a hackathon, and acknowledges a development agency for sponsoring student data during remote teaching ([activity](2024-01-01-uneswa-computer-science-department)).

No funding line, output count or contribution to national digital policy is stated for either group, so what the department contributes to policy is not established.",SWZ-capacity.research-none
gov.policy--digital-transformation-strategy,Advanced,A [digital readiness assessment published in November 2024](2024-11-01-eswatini-digital-readiness-assessment) places the country at the systematic stage across all six of its pillars.,"The assessment was launched by the ICT ministry with a development agency in November 2024 and places the country at the systematic stage across digital public infrastructure, connectivity, government, regulation, economy and people ([assessment](2024-11-01-eswatini-digital-readiness-assessment)).

It finds that a national digital strategy is in place but that digitalisation holds only moderate political support, naming limited political prioritisation and coordination as the constraint on the government pillar ([finding](2024-11-01-eswatini-digital-readiness-assessment)).

The strategy the assessment refers to is not itself held, and no implementation plan or budget against the assessment's recommendations is published.",SWZ-gov.policy-digital-readiness-assessment
finance.budget--sustainable-domestic-financing-of-digital-transformation,Regressed,"The [ICT capital line](2026-02-01-eswatini-ministry-of-finance-estimates-2026) for 2026/27 is E47.5 million, of which E17.5 million is government money and E30 million is not.","The first draft estimates for 2026/27 to 2028/29 give the ICT head a capital appropriation of E47.5 million for 2026/27, split E17.5 million from government funds and E30 million from other funds ([estimates](2026-02-01-eswatini-ministry-of-finance-estimates-2026)). Under two fifths of the capital line is domestically financed.

The budget speech puts E413.9 million to the ICT ministry for its programmes ([budget speech](2026-02-27-eswatini-budget-speech-2026)), and the largest digital programme in the country runs on E1.2 billion of external money.

The revenue side is where the pressure sits: the tax gap stands at E4.4 billion, and an electronic invoicing programme was launched in May 2026 against it.

Domestic financing of digital transformation is therefore falling as a share while the absolute programme grows, which is what Regressed means here.",SWZ-finance.budget-none|SWZ-finance.budget-tax-gap|SWZ-finance.new-digitalproject|SWZ-tech.ai-fiscalisation-and-electronic-invoicing
gov.policy--ict-strategy,"No change, a policy of 2006 still named as the governing framework",The [national ICT policy](2006-08-01-swaziland-nici-policy-and-implementation-plan) dates from 2006 and the ICT ministry's own 2024/25 report to Parliament still runs against it.,"The 2006 policy, adopted by Cabinet that August, is the identifiable national ICT policy; an implementation plan was drafted for 2012 to 2016 and no replacement is held ([policy](2006-08-01-swaziland-nici-policy-and-implementation-plan)).

What is moving is financing and legislation rather than strategy. A World Bank grant of US$2 million funds eighteen months of preparation for the Digital Eswatini project, including a consultancy to write a digital roadmap and implementation plan ([procurement plan](2025-09-24-digital-eswatini-procurement-plan)).

The Senate moved in February 2026 to take the Critical Infrastructure Protection Bill at the stage it had reached in the preceding session, sponsored by the ICT minister ([order paper](2026-02-26-eswatini-senate-order-paper-1-2026)).

Neither produces a strategy: the roadmap is a consultancy not yet let, and the Bill is not an Act.",SWZ-gov.policy-national-ict-policy|SWZ-gov.legislate-critical-infrastructure-protection-bill|SWZ-finance.new-digitalproject
gov.policy--broadband-strategy,"No change, the one broadband strategy expired in 2021 with no renewal held","The regulator's [universal access strategy](2018-01-01-esccom-uas-regulatory-strategy-broadband-broadcasting) for 2018-2021 is the only broadband instrument held, and it awaited a National Broadband Plan that never arrives on this base.","The strategy states that national broadband targets awaited a separate National Broadband Plan and Strategy, and substituted SADC targets in the meantime; its period expired in 2021 and no renewal is held ([strategy](2018-01-01-esccom-uas-regulatory-strategy-broadband-broadcasting)).

The regulator moved on the baseline instead. It proposed on 16 July 2026 to raise the minimum guaranteed internet speed from 2 Mbps to 10 Mbps, open for comment to 18 August 2026 ([notice](2026-07-16-esccom-notice-08-2026-minimum-data-speed)).

The 2 Mbps target it would replace has stood in the quality-of-service regulations since 2016.

What the base holds is regulation without a plan behind it: a proposed speed floor, a national backbone under rollout, and no published national broadband target at any date.",SWZ-gov.policy-broadband-regulatory-strategy|SWZ-infra.connect-minspeed|SWZ-infra.connect-fibre
gov.policy--data-storage-cloud-strategy,Advanced,"A draft [national data governance policy](2026-07-22-mchumanisi-data-exchange-platform) for 2027-2031 was validated in July 2026, and a cloud memorandum with a hyperscaler is in force.","The draft policy was validated in July 2026 and is targeted for completion before the end of the year; it proposes a tell-government-once principle under which a citizen supplies information once and authorised institutions reach it when delivering a service ([validation](2026-07-22-mchumanisi-data-exchange-platform)).

The consultancy funded to write the Digital Eswatini roadmap is scoped to cover cloud solutions and a data-migration operating model ([procurement plan](2025-09-24-digital-eswatini-procurement-plan)).

A memorandum with a hyperscaler is established as a cloud-services and electronic-government arrangement, and the national data centre operates and is named a structural concentration of state information.

No hosting policy, cloud-first rule or data-residency instrument for government systems is held; the closest is the data protection authority's directive that controllers record where their data is stored.",SWZ-gov.policy-datapolicy|SWZ-dpi.govtech-google|SWZ-infra.store-ndc|SWZ-gov.protect-data-mapping-directive
gov.policy--data-interoperability-framework-roadmap,Advanced,A [national data exchange platform](2026-07-22-mchumanisi-data-exchange-platform) is proposed in the draft data governance policy; no interoperability framework document is held.,"Mchumanisi is proposed as the platform through which authorised institutions would reach information a citizen supplies once, with birth and marriage certificate services named among the intended uses; no specification, procurement or timetable is held ([proposal](2026-07-22-mchumanisi-data-exchange-platform)).

The ICT ministry's report to Parliament for 2024/25 records GovStack-model application development and a review of the electronic-government interoperability framework ([report](2025-01-01-eswatini-mict-annual-performance-report-2024-25)).

The World Bank consultancy funded to write the digital roadmap is scoped to include data interoperability as a public-infrastructure building block ([procurement plan](2025-09-24-digital-eswatini-procurement-plan)).

Against all of that, more than half of ministries lack meaningful system interoperability on the base's own measure. The framework is reviewed, funded and proposed, and not published.",SWZ-dpi.exchange-mchumanisi-data-exchange-platform|SWZ-dpi.exchange-interop|SWZ-gov.policy-datapolicy
gov.policy--data-localisation-policies,Advanced,"No localisation policy is held. The [Data Protection Act](2022-03-04-eswatini-data-protection-act-2022) governs transborder flow, and a 2025 directive makes controllers record where data is stored.","The Act's Part V governs the transborder flow of personal information and is the closest instrument to a localisation rule; the base holds no standalone localisation policy ([Act](2022-03-04-eswatini-data-protection-act-2022)).

The data protection authority directed in September 2025 that every controller and processor, public bodies included, map and inventory its data — flows, storage location and sharing — with returns due by 31 March 2026 ([directive](2025-09-01-eswatini-edpa-data-mapping-directive-guidelines)).

At the opening of the national data policy workshop on 29 April 2026 the ICT minister said the policy aims to make Eswatini one of the safest places in the world to store data ([workshop](2026-04-29-eu-eswatini-national-data-policy-support)).

A stated ambition to attract storage is not a residency rule, and no compliance count for the mapping directive is held.",SWZ-gov.protect-act|SWZ-gov.protect-data-mapping-directive|SWZ-gov.policy-datapolicy
gov.policy--open-data-policy,"No change, a data governance policy in draft and no open-data instrument",No open data policy or portal is held. The [draft data governance policy](2026-07-22-mchumanisi-data-exchange-platform) is about sharing between institutions rather than publication to the public.,"The draft policy for 2027 to 2031 was validated in July 2026 and turns on institutions reaching each other's records, not on publishing them ([validation](2026-07-22-mchumanisi-data-exchange-platform)).

The drafting process opened in April 2026 with European Union, member state and GIZ support under a data governance initiative ([workshop](2026-04-29-eu-eswatini-national-data-policy-support)).

The data-mapping directive creates the inventories a publication regime would need, distinguishing what is held from what is protected ([directive](2025-09-01-eswatini-edpa-data-mapping-directive-guidelines)).

What the base does not hold: a national open-data portal, a publication licence, a list of datasets any public body is obliged to release, or a date by which any of that is due.",SWZ-gov.policy-datapolicy|SWZ-gov.protect-data-mapping-directive
gov.legislate--legislation-covering-digital-id,"Advanced, on treaty ratification rather than on any identity statute","Identity rests on the [Identification Order of 1998](1998-11-24-eswatini-identification-order-1998); no digital identity Act exists, and three conventions went to senators for ratification in July 2026.","The King's Order in Council of 1998 establishes the population register and the personal identity number, and is the founding legal instrument behind national identity; no dedicated digital-identity Act is held ([Order](1998-11-24-eswatini-identification-order-1998)).

The ICT minister presented the African Union Malabo Convention on cyber security and personal data protection, the Budapest Convention on cybercrime and the Tampere Convention to senators for ratification on 10 July 2026 ([workshop](2026-07-10-eswatini-mict-senators-workshop-ratification-treaties)).

SADC ICT ministers had urged member states to consider ratifying Malabo in September 2019 ([ministerial](2019-09-20-sadc-ict-ministers-media-statement)). Seven years later it is at the presentation stage.

The digital identity itself remains planned under the Digital Eswatini project, with no legal basis on file for it.",SWZ-gov.legislate-international-convention-ratification|SWZ-dpi.registry-population|SWZ-dpi.id-digitalid
gov.legislate--digital-payments-legislation,Advanced,"The [National Payments System Act 2023](2023-01-01-eswatini-national-payments-system-act-2023) is in force, regulations to operationalise it were approved by Cabinet in July 2026, and the fast-payments platform completed onboarding in November 2025.","The Act of 2023 provides for the regulation and supervision of payment systems, the safety and efficiency of the national payments system and the central bank's functions in relation to them ([Act](2023-01-01-eswatini-national-payments-system-act-2023)).

Cabinet approved National Payment Systems Regulations of 2026 in the first quarter of 2026/27 to operationalise it; no gazette text, publication or commencement date is held ([Cabinet](2026-07-23-eswatini-cabinet-approves-major-reforms)).

The central bank governor told a regional report launch on 13 November 2025 that the eighth and final participant would go live on the fast-payments platform two days later ([remarks](2025-11-13-eswatini-cbe-governor-siips-remarks)).

The statute is the enablement and the switch is the delivery; the regulations between them are approved and unpublished.",SWZ-gov.legislate-national-payments-system-act|SWZ-gov.legislate-national-payment-systems-regulations-2026|SWZ-dpi.pay-switch
gov.legislate--legislation-enabling-data-interoperability,"No change, no interoperability statute and the duties that exist are protective","No Act enables data interoperability. The [Electronic Communications and Transactions Act](2022-03-04-eswatini-electronic-communications-and-transactions-act-2022) is the nearest instrument, and it does not create a duty to share.","The Act of 2022 is the operative electronic-transactions statute and the closest legal basis for exchange between public bodies; nothing in the base creates an interoperability obligation ([Act](2022-03-04-eswatini-electronic-communications-and-transactions-act-2022)).

The obligations that do exist run the other way. The data protection authority requires every controller to document its data flows, storage and sharing, which constrains exchange rather than mandating it ([directive](2025-09-01-eswatini-edpa-data-mapping-directive-guidelines)).

Where systems are being joined it is by project rather than statute: the 2026 budget speech reports the first release of an integrated financial management information system ([budget speech](2026-02-27-eswatini-budget-speech-2026)).

More than half of ministries still lack meaningful system interoperability.",SWZ-gov.legislate-electronic-communications-and-transactions-act|SWZ-gov.protect-data-mapping-directive|SWZ-dpi.exchange-interop
gov.legislate--ai-legislation-regulations,"No change, no artificial-intelligence instrument and a strategy that is Not held","No AI Act or regulation exists. The regulator's [spectrum guidelines](2024-01-01-eswatini-esccom-licence-exempt-spectrum-guidelines) are the only binding instrument touching AI devices, and a national AI strategy is not held.","The 2024 licence-exempt spectrum guidelines are the base's only binding instrument expressly touching artificial-intelligence and internet-of-things devices ([guidelines](2024-01-01-eswatini-esccom-licence-exempt-spectrum-guidelines)).

A reviewed science, technology and innovation policy and a combined fourth and fifth industrial revolution strategy went to stakeholder validation in February 2026, framing artificial intelligence, automation and data governance inside a human-centred approach; neither document is held ([validation](2026-02-24-eswatini-mict-sti-policy-4ir-5ir-validation)).

The Prime Minister told a global governance dialogue in July 2026, speaking for the King, that artificial-intelligence governance frameworks should protect children and uphold human dignity ([Geneva](2026-07-06-eswatini-pm-ai-rules-protect-children)).

The regulator has issued guidance on artificial intelligence and deepfakes in broadcasting, which is guidance and not an instrument with force. A national AI strategy was probed and not found.",SWZ-gov.legislate-licence-exempt-spectrum-guidelines|SWZ-gov.policy-science-technology-and-innovation-policy|SWZ-tech.ai-deepfake|SWZ-tech.ai-4ir
gov.legislate--statistics-legislation,"No change, a statute of 1967 unamended against a census it must now carry","The [Statistics Act of 1967](1967-10-27-eswatini-statistics-act-1967) is the operative statute, fifty-nine years old and unamended on the base, with no replacement Bill held.","The Act constitutes the Central Statistical Office and carries its collection powers; no amendment, replacement Bill or commencement is held ([Act](1967-10-27-eswatini-statistics-act-1967)).

Under it, the ministry and the population fund launched the 2027 Population and Housing Census together with the 2025/2026 Economic Census in November 2025 ([launch](2025-11-07-eswatini-ministry-unfpa-launch-census)).

The 2026 budget speech reports household mapping and listing begun and E130.5 million allocated ([budget speech](2026-02-27-eswatini-budget-speech-2026)).

The gap is the point: the largest statistical operation in a decade runs on a statute written before the internet, and nothing on the base sets a date for replacing it.",SWZ-gov.legislate-statistics-act-1967|SWZ-data.statistics-2027-population-and-housing-census
gov.legislate--access-to-information-legislation,"No change, a Bill named as an action-plan item and not tabled",No access to information law exists. The ICT ministry's own [report to Parliament](2025-01-01-eswatini-mict-annual-performance-report-2024-25) lists developing a Bill as a departmental action-plan item.,"The ministry's annual performance report for 2024/25 lists 'Develop Access to Information Bill' among its departmental action-plan items; the Bill is not tabled and no text or timetable is held ([report](2025-01-01-eswatini-mict-annual-performance-report-2024-25)).

A regional media-freedom body met the ministry's principal secretary on 25 February 2026 and said it was on standby to support enactment; the ministry reaffirmed cooperation on media self-regulation and made no enactment commitment ([communique](2026-02-27-eswatini-misa-engages-government-media-freedom)).

Where the ministry has legislated on information it has legislated on publishing rather than access: online media publishing guidelines are complete on its own account.

Without an access right, the data governance policy's sharing between institutions has no counterpart obliging disclosure to a citizen.",SWZ-gov.legislate-access-to-information-bill|SWZ-gov.legislate-mediaguidelines
gov.regional--regional-policy-collaboration,Advanced,"The King was elected [Chairperson of the SADC Organ](2026-08-17-sadc-46th-summit-communique) in August 2026, and Eswatini sits in the ICT ministerials that endorsed the regional digital strategy.","The 46th ordinary summit in Durban elected the King Chairperson of the Organ on Politics, Defence and Security Cooperation; no digital or ICT portfolio attaches to the role on the base ([communique](2026-08-17-sadc-46th-summit-communique)).

Eswatini attended the June 2023 ICT ministerial, which endorsed the draft SADC Digital Transformation Strategy and approved the SADC Postal Strategy 2022-2025 ([ministerial](2023-06-19-sadc-ministers-transport-ict-infrastructure-meeting)).

Regional data-protection work reaches national practice through the adequacy model in force for cross-border transfers, and technical assistance is funded to connect national systems into a federated regional electronic know-your-customer framework.

The pattern is attendance and endorsement. No SADC digital instrument on the base carries an Eswatini implementation date.",SWZ-gov.regional-sadc-organ-chairmanship|SWZ-gov.regional-sadc-ict-ministerial-participation|SWZ-gov.regional-regional-federated-ekyc
