row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
XAF-geopol.china-china-africa-digital-action-plan,XAF,geopol.china,Coordination and collaboration,instrument,China-Africa Digital Cooperation Development Action Plan,Implemented,2024-07-29,"Issued at the China-Africa Digital Cooperation Forum, Beijing, 2024-07-29",2024-07-29,No change,"Issued 2024-07-29 by China and 26 African states across six cooperation actions, with a three-year target of ten joint digital transformation demonstration projects and 1,000 personnel trained","Unchanged; no progress report, no accession beyond the original 26 states and no delivery against the three-year targets is held",2024-07-29-china-africa-digital-cooperation-development-action-plan|2024-07-29-china-africa-digital-cooperation-forum-beijing,,Signed by states individually rather than by the African Union; no sum appears anywhere in the plan
XAF-geopol.eu-au-germany-dialogue,XAF,geopol.eu,Coordination and collaboration,instrument,AU-Germany strategic dialogue,Implemented,2026-07-24,"Held at Addis Ababa, 2026-07-15",,"Advanced, marginal",No dated session held in the base,"Reviewed the partnership and named AI governance and cybersecurity among the areas for cooperation, within a dialogue that is principally about peace and security",2026-07-24-au-germany-strategic-dialogue,,
XAF-finance.new-africa50-infrastructure-acceleration-fund,XAF,finance.new,Finance,instrument,Africa50 Infrastructure Acceleration Fund,Implemented,2026-08-10,"Fourth close reaches about US$330m on British International Investment's US$20m commitment, Infra for Africa Forum 2026, 2026-08-10",,Baseline not held,,"Fourth close of about US$330m, joined by British International Investment's US$20m commitment alongside the African Development Bank, the International Finance Corporation and more than 20 African institutional investors; the fund, managed by Africa Infrastructure Investment Partners, directs capital to logistics, power, water and sanitation and social infrastructure as well as digital connectivity; the size and date of earlier closes are not established",2026-08-10-bii-africa50-infrastructure-acceleration-fund-20m|2026-08-10-bii-reg-013-africa50-infrastructure-acceleration-fund,,"Digital connectivity is one of several sectors the fund targets, not a digital-only vehicle; British International Investment's commitment is undifferentiated fund capital rather than a sector-tagged sub-commitment"
XAF-finance.new-biashara-2063,XAF,finance.new,Finance,instrument,BIASHARA 2063 project (AU Commission institutional systems),Implemented,2026-07-27,"Wireless infrastructure tender issued, 2026-07-27",,Baseline not held,,"A World Bank-financed programme building the Commission's own institutions and systems, procuring wireless infrastructure for its headquarters; no envelope, timetable or results framework held",2026-07-27-au-wireless-infrastructure-rfp,,The tender names the credit but not the operation's size
XAF-finance.new-eu-ssa-mip,XAF,finance.new,Finance,instrument,EU Multiannual Indicative Programme for Sub-Saharan Africa 2021-2027,Implemented,2024-01-01,Amended at the NDICI-Global Europe mid-term review by Commission Implementing Decision C(2024)7502,2024-01-01,No change,"EUR 490m for priority area 4, Digital and Science, Technology and Innovation, of which EUR 240m for digital transformation, within a regional envelope of EUR 12,000m","Unchanged; the mid-term review cut priority area 4 from EUR 1,240m to EUR 490m and its digital transformation component from EUR 940m to EUR 240m, or 2.0 per cent of an envelope enlarged from EUR 10,242m to EUR 12,000m, and no later amendment is held",2024-01-01-eu-amending-decision-mip-2021-2027-sub-saharan-africa-annex-c2024-7502,,The decision carries no date in its text and is placed in 2024 by its decision number alone
XAF-finance.new-hewlett-budgit-general,XAF,finance.new,Finance,instrument,Hewlett Foundation grant to BudgIT (general operating support),Implemented,2026-03-10,"Committed 2026-03-10, US$500,000 of US$1,000,000 disbursed",,Advanced,Did not exist,"US$1,000,000 committed (US$500,000 disbursed) as general operating support to BudgIT's budget-transparency and civic-tech work",2026-03-10-iati-us-ein-941655673-2026-06832-gra-budgit-general-support,,
XAF-finance.new-hewlett-budgit-learning,XAF,finance.new,Finance,instrument,Hewlett Foundation grant to BudgIT (learning systems and communications),Implemented,2026-02-24,"Committed 2026-02-24, fully disbursed",,Advanced,Did not exist,"US$50,000 committed and fully disbursed to strengthen BudgIT's learning systems and strategic communications",2026-02-24-iati-us-ein-941655673-2026-07008-gra-budgit-learning-systems,,
XAF-finance.new-hewlett-cenfri-digital,XAF,finance.new,Finance,instrument,Hewlett Foundation grant to Cenfri (digital transformation programme),Implemented,2026-03-21,"Committed 2026-03-21, US$150,000 of US$300,000 disbursed",,Advanced,Did not exist,"US$300,000 committed (US$150,000 disbursed) to renew Cenfri's work on digital transformation and its link to evidence-informed policymaking across Africa",2026-03-21-iati-us-ein-941655673-2026-06784-gra-cenfri-digital-transformation,,
XAF-finance.new-hewlett-data4change-hub,XAF,finance.new,Finance,instrument,Hewlett Foundation grant to Data4Change (Data Hub: Africa),Implemented,2026-02-12,"Committed 2026-02-12, US$200,000 of US$400,000 disbursed",,Advanced,Did not exist,"US$400,000 committed (US$200,000 disbursed) to Data4Change's Africa Hub, building community-generated evidence for policy and practice in East and West Africa",2026-02-12-iati-us-ein-941655673-2026-06796-gra-data4change-africa-hub,,
XAF-finance.new-hewlett-iced-ai,XAF,finance.new,Finance,instrument,Hewlett Foundation grant to ICED (AI-enabled evidence generation),Implemented,2026-03-16,"Committed 2026-03-16, fully disbursed",,Advanced,Did not exist,"US$100,000 committed and fully disbursed for the International Centre for Evaluation and Development to adopt AI-enabled evidence generation institution-wide",2026-03-16-iati-us-ein-941655673-2026-07006-gra-iced-ai-readiness,,
XAF-finance.new-taxdev-iii,XAF,finance.new,Finance,instrument,TaxDev III (IFS tax and social-protection policy data programme),Implemented,2023-01-01,"Running 2023-2030, US$6.36m disbursed across 29 transactions (as at 2026-08)",,Advanced,Did not exist,"Institute for Fiscal Studies programme, funded by the UK's FCDO, building tax and social-protection policy data resources and tools with finance ministries and revenue authorities in Ethiopia, Ghana, Kenya, Nigeria, Rwanda and Uganda; about US$6.36m disbursed 2023-2026",2023-01-01-iati-gb-coh-954616-taxdeviii-tax-social-protection-policy-data,,
XAF-finance.mou-au-google-mou,XAF,finance.mou,Coordination and collaboration,instrument,AUC-Google memorandum on AI,Implemented,2026-03-05,"Signed at Addis Ababa, 2026-02-17",,Advanced,Did not exist,"Signed on AI and cloud infrastructure, skills, research and AI policy, with a pledge to train three million students and teachers by 2030",2026-02-20 AUC Signs Partnership With Google|2026-03-05 THE GATEKEEPERS PART XII,,Alice Munyua reads the same instrument as exposing African data to US jurisdiction under the CLOUD Act
XAF-finance.mou-auc-itu-mou,XAF,finance.mou,Coordination and collaboration,instrument,AUC-ITU cooperation memorandum,Implemented,2026-07-16,"Signed at the AI for Good summit, Geneva, 2026-07",,Advanced,Did not exist,"Signed across AI, digital public infrastructure, skills, connectivity, cybersecurity, space technology and standards, naming the Commission the continental coordinating partner for the 55 member states","2026-07-16 African Union Commission, ITU sign cooperation agreement",,
XAF-finance.budget-au-digital-budget,XAF,finance.budget,Finance,instrument,Budget of the African Union's own digital programme,Not held,,,,,,,,2026-08-05,
XAF-finance.budget-au-self-funding,XAF,finance.budget,Finance,measure,Share of the African Union's budget financed by its own members,,2026-05-26,,,No change,"About 22 to 25 per cent, a decade after the 2016 Kigali Decision",Unchanged on the newest figure held; the Union's 2025 programme budget was 77.5 per cent externally funded,"2026-05-26 AfDB says Africa must fund its own growth as aid model frays|2026-02-26 The AfDB's push for African financial sovereignty, and a tech investment rebound|2026-03-05 THE GATEKEEPERS PART XII",,"The 77.5 per cent figure is Alice Munyua's, cited as named analysis"
