row_id,place,subject,section,kind,name,status,as_at,milestone,since,prior_status,prior_as_at,movement,position_start,position_end,sources,probe_at,note
ZMB-dpi.id-biometric-nrc-issuance,ZMB,dpi.id,Digital public infrastructure,instrument,Biometric National Registration Card issuance,Planned,2025-12-28,Deferred to after the 2026-08-13 general election,,Planned,2025-01-20,"Advanced, issuance deferred",Credential option still being evaluated under identity-for-development technical assistance; no printer or card procurement stated,"Smart-card printers and blank cards under procurement, cards to be interoperable within the national register, and issuance to begin only after the 2026-08-13 general election",2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2025-12-28 Over 1.3 Million Citizens Enrolled on INRIS,,
ZMB-dpi.id-inris-enrolment,ZMB,dpi.id,Digital public infrastructure,measure,Biometric enrolment on the national register,,2025-12-28,Ministry figure given to the state broadcaster,,,,No change,1.5 million people enrolled with biometrics against 9 million adults (2024-09),"About 1.3 million enrolled (2025-12-28); about 1.5 million of about 20 million, roughly 7.5%, restated 2026-07-27",2024-09-17 DPI Safeguards come online in Zambias next phase of digital integration|2025-12-28 Over 1.3 Million Citizens Enrolled on INRIS|2026-07-27-zambia-from-rails-to-routine-national-financial-switch,,"The funded project baseline is 1,500,000 people with digitally verifiable ID at December 2022 against a 4,000,000 target at October 2030"
ZMB-dpi.id-inris,ZMB,dpi.id,Digital public infrastructure,instrument,Integrated National Registration Information System,Implemented,2025-12-28,End-to-end automation of birth and death notification reported under way,2024-09-17,,,No change,Operating; nearly 81% of legacy civil-registration records digitised and 1.5 million people biometrically enrolled (2024-09),"Operating; about 1.3 million enrolled and over 500,000 births and deaths registered (2025-12-28), with enrolment restated at about 1.5 million of about 20 million on 2026-07-27",2024-09-17 DPI Safeguards come online in Zambias next phase of digital integration|2025-12-28 Over 1.3 Million Citizens Enrolled on INRIS|2026-07-27-zambia-from-rails-to-routine-national-financial-switch,,"The three enrolment figures held do not reconcile, and a later source carries a lower figure than an earlier one with no revision reported by any party"
ZMB-dpi.id-mosip-digital-id,ZMB,dpi.id,Digital public infrastructure,instrument,MOSIP-based national digital ID system,In development,2026-03-22,Procurement of an international system integrator opened,,In development,2025-01-17,Advanced,"Design stage; state ICT institute developers had completed platform training by 2025-01-17 with a view to integrating it with the national electronic health record, and the credential type was still under evaluation at appraisal","Implementation phase declared and an international system integrator being engaged for deployment, customisation and integration with civil registration, with the application layer to be built by Zambians on open standards; no integrator contract award is on file",2025-01-17 Zambia Advances Digital ID System with MOSIP Training for Healthcare Integration|2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2026-03-22-znbc-zambia-moves-ahead-digital-id-system|2026-03-24 Zambia looking for MOSIP system integrator to support digital ID project,,The card is to carry registration-card functions plus travel and private-sector service access; delivery dates diverge between the ICT institute and the Registrar General
ZMB-dpi.id-national-registration-card,ZMB,dpi.id,Digital public infrastructure,instrument,"National Registration Card, paper",Implemented,2021-12-31,In issue since before independence in 1964,1964-01-01,,,No change,"Paper credential covering some 94% of the adult population (2021), the legacy system the digital ID is to replace","Unchanged; still the operative national identity credential, with biometric replacement not yet issuing",2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2025-09-11 DZAP World Bank PAD|2024-09-17 DPI Safeguards come online in Zambias next phase of digital integration,,"1964 is the appraisal document's before-independence wording, not a published commencement date"
ZMB-dpi.id-id-enrolment-campaign,ZMB,dpi.id,Digital public infrastructure,instrument,Nationwide mobile registration campaign for 3.5m ID documents,Discontinued,2025-04-10,Launched at Kitwe for a three-month run,2025-04-10,Implemented,2025-04-10,No change,"Running: a three-month campaign launched across all ten provinces targeting about 3.5 million citizens, free for first-time registrants aged 16 and over, with a K2 replacement fee","The scheduled three months ended in July 2025. No outturn - documents issued, provinces covered, extension or evaluation - is published in any held source",2025-04-11 Zambia commences nationwide mobile campaign for issuance of 3.5M ID documents,,The campaign's result is the largest single unreported outcome in the pre-window Zambian base
ZMB-dpi.id-enrolment-campaign-outcome,ZMB,dpi.id,Digital public infrastructure,instrument,Outcome of the April 2025 mobile campaign for 3.5 million ID documents,Not held,,,,,,,,,,,
ZMB-dpi.id-refugee-biometric-issuance,ZMB,dpi.id,Digital public infrastructure,instrument,Refugee biometric registration card issuance,Not held,,,,,,,,,,,
ZMB-dpi.id-mosip-integrator-award,ZMB,dpi.id,Digital public infrastructure,instrument,System integrator contract award for the digital ID,Not held,,,,,,,,,,,
ZMB-dpi.mis-cdf-management-system,ZMB,dpi.mis,Digital public infrastructure,instrument,Constituency Development Fund management information system,In development,2026-03-25,"Data entry under way across councils, full operationalisation stated for June 2026",2026-03-25,,,Advanced,Did not exist in the base at 2025-08-01,"In data entry across councils, intended to track fund transactions and payments individually; the June 2026 operationalisation date is not confirmed by any held source",2026-03-25-kalemba-zambia-cdf-ecouncil-116-councils-gwan,,
ZMB-dpi.mis-education-management-information-system,ZMB,dpi.mis,Digital public infrastructure,instrument,Education management information system,Not held,,,,,,,,,,,
ZMB-dpi.mis-smartcare-hospital-edition,ZMB,dpi.mis,Digital public infrastructure,instrument,SmartCare 2.0 Hospital Edition,Piloting,2026-04-27,Pilot launched at Ndola Teaching Hospital,2026-04-27,,,Advanced,Did not exist,"Piloting at Ndola Teaching Hospital, described as locally developed and owned, with full internet connectivity across Copperbelt health facilities targeted for July 2026",2026-04-28-zambia-smartcare-2-0-ndola-pilot,,Whether it shares the national record's fingerprint enrolment or the open-standards identifier is not established
ZMB-dpi.mis-smartcare-pro,ZMB,dpi.mis,Digital public infrastructure,instrument,SmartCare Pro national electronic health record,Implemented,2026-07-08,Deployment reported at about 80% of health facilities,,Implemented,2025-03-01,Advanced,"The SmartCare family collectively in use in approximately 1,800 health facilities across ten provinces (2025-03)","Deployed in approximately 80% of health facilities nationwide, with 2,000-plus facilities migrating onto the government private 4G network and patient identity established by fingerprint against the national digital ID service",2025-03-01-smartcare-pro-programme-managers-presentation|2026-07-08-smart-zambia-expands-digital-infrastructure|2026-07-16-zambia-govlink-private-4g-techafricanews|2026-01-15 How Digital Public Infrastructure Is Transforming Health and Identity in Rural Zambia,,The identity-integration account is implementer-authored and promotional; no independent evaluation is held
ZMB-dpi.pay-payment-system-statistics,ZMB,dpi.pay,Digital public infrastructure,instrument,Central bank national payment system statistics,Not held,,,,,,,,,,,
ZMB-dpi.pay-cheque-clearing,ZMB,dpi.pay,Digital public infrastructure,instrument,Cheque clearing,"Discontinued, phase-out under way",2026-06-01,Acceptance to stop from June 2026,,,,Advanced,"In use, with a June 2026 stop date reported 2026-01-13; no earlier dated position held","Being phased out, with the interbank settlement system carrying high-value settlement",2026-01-13 The rise of cheques as Kenya's preferred payment method|2026-07-27-zambia-from-rails-to-routine-national-financial-switch,,The stop date comes from a single sentence in an article about another country; no central bank circular is held
ZMB-dpi.pay-digital-revenue-collected,ZMB,dpi.pay,Digital public infrastructure,measure,Government revenue collected digitally,,2026-07-10,Accountant General's office figure,,,,Advanced,"K7 billion realised in digital transactions across the four years 2021 to 2025, stated 2026-03-25","Over K8.8 billion collected cumulatively through the service bus, payment gateway, portal and payment platform, of which about K21.7 million came from eight councils in the month to 2026-07-23",2026-03-25-zanis-smart-zambia-digital-infrastructure-investment|2026-07-10-digital-services-strengthen-zambia-finances|2026-07-23-zambia-k22-million-collected-8-councils-electronic-payments-gsb,,The two figures cover different periods and issuers and are not a like-for-like series
ZMB-dpi.pay-national-financial-switch,ZMB,dpi.pay,Digital public infrastructure,instrument,National Financial Switch,Implemented,2026-07-27,Cost-reduction objective stated on record as not yet delivered,,,,Baseline not held,No dated position held at 2025-08-01; the base's only account of the switch is retrospective,"In operation, connecting banks, non-bank financial institutions, payment service providers, fintechs and mobile money operators, carrying wallet-to-bank, bank-to-wallet and merchant payments with a QR industry project under way; the stated aim of lower transaction costs described by a vendor manager as not having happened yet",2026-07-27-zambia-from-rails-to-routine-national-financial-switch,,"The electronic clearing house is stated as not yet live on the regional instant-payment scheme, and central bank interest in the continental system as conversation rather than commitment"
ZMB-dpi.pay-zampay-payment-gateway,ZMB,dpi.pay,Digital public infrastructure,instrument,ZamPay and the Government Electronic Payment Gateway,Implemented,2026-07-10,Cumulative collections put at over K8.8 billion,,Implemented,2025-01-20,Advanced,Named at appraisal as the platform for interoperable digital payments within the digital public infrastructure stack; no collection or channel figures stated,"Collecting over K8.8 billion cumulatively across bank transfer, card, mobile money and cash deposit, extended to eight of 116 local authorities",2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2026-07-10-digital-services-strengthen-zambia-finances|2026-05-13-zambia-launches-pmis-property-management,,"The collection total has no stated start date, so it is a cumulative figure of unknown period"
ZMB-dpi.registry-birth-registration-rate,ZMB,dpi.registry,Digital public infrastructure,measure,Birth registration rate,,2024-12-31,UNICEF figure cited by the Registrar General,,,,No change,14% of births registered (2024); 6% of children hold a birth certificate,"No later rate published by any held source; over 500,000 births and deaths registered on the national system cumulatively (2025-12-28)",2025-06-12 Zambia says using multiple strategies to meet 50 percent birth registration goal by 2026|2025-12-28 Over 1.3 Million Citizens Enrolled on INRIS,,The 50%-by-end-2026 target therefore has no measured mid-point on file
ZMB-dpi.registry-civil-registration,ZMB,dpi.registry,Digital public infrastructure,instrument,Civil registration of births and deaths,Implemented,2025-08-12,Three-pillar strategy stated at the 8th Africa civil registration day,2025-06-12,Implemented,2025-06-12,No change,"14% of births registered (2024) and 6% of children holding a certificate, against a stated government target of 50% by end-2026; transition from limited to universal registration declared","Same target restated with integration, modernisation and decentralisation as the stated pillars toward the 2030 sustainable development goal; no updated registration rate published in the window",2025-06-12 Zambia says using multiple strategies to meet 50 percent birth registration goal by 2026|2025-08-12 Zambia sees civil registration as bedrock of inclusive digital transformation|2025-12-28 Over 1.3 Million Citizens Enrolled on INRIS,,
ZMB-dpi.registry-company-register,ZMB,dpi.registry,Digital public infrastructure,instrument,Company and business register,Not held,,,,,,,,,,,
ZMB-dpi.registry-land-titles-in-zilas,ZMB,dpi.registry,Digital public infrastructure,instrument,Land parcels or titles held in the land administration system,Not held,,,,,,,,,,,
ZMB-dpi.registry-nsdi-policy-portal,ZMB,dpi.registry,Digital public infrastructure,instrument,National Spatial Data Infrastructure Policy and Portal,Implemented,2026-06-16,Policy and portal launched in Lusaka,2026-06-16,,,Advanced,"Did not exist; geospatial data described as fragmented, duplicated and inaccessible","Policy and portal launched, built on open-source software and aligned to the national development plan and the UN geospatial framework, and cited as underpinning land mapping and artisanal mining licensing; no dataset count, licence terms, access conditions or usage figure is held",2026-06-17 Zambia's govt leans towards open-source|2026-07-08-smart-zambia-expands-digital-infrastructure,,Event date inferred from launched in Lusaka on Tuesday in a 2026-06-17 report; the policy document itself is not held
ZMB-dpi.registry-zilas,ZMB,dpi.registry,Digital public infrastructure,instrument,Zambia Integrated Land Administration System,Implemented,2023-05-17,Went live 2023-05-17 after data migration from the predecessor system,2023-05-17,,,No change,"Sixty land e-services on the government service bus, a national single-sign-on account required, payment platforms plugged in, identity and company-registry verification integrated, and a digital clearance mandatory before any land transaction and taking three to four weeks in practice","Unchanged; land administration cited as accessible online in North-Western Province (2026-07-08). No parcel or title count, cost, funder or evaluation is held",2023-06-16-zambia-zilas-ministerial-statement-parliament|2023-09-19-zambia-zilas-digital-clearance-corpus-legal|2024-09-13 ZILAS - Your Gateway to Modern Land Administration (SMART Zambia)|2026-07-08-smart-zambia-expands-digital-infrastructure,,"The Minister of Lands told Parliament the predecessor system ran with no maintenance contract from 2022-03-31, creating a conduit for corruption"
ZMB-data.open-abuja-declaration,ZMB,data.open,Governance and regulation,instrument,2026 Abuja Declaration on Meaningful Connectivity,Implemented,2026-07-24,Adopted at the continental telecommunications plenipotentiary conference,2026-07-24,,,Advanced,Did not exist,"Adopted by African telecommunications ministers, defining meaningful connectivity as regular access plus a suitable device, sufficient data and a connection fast enough for video learning and commerce, and committing signatories to review sector-specific taxes and levies, lower taxes on entry-level devices, incentivise local assembly and reduce import tariffs on handsets priced below US$50",2026-07-27-atu-cpl26-abuja-declaration-sg-election-full-record|2026-07-25-atu-abuja-declaration-meaningful-connectivity-cpl26-thesun|2026-07-24-atu-cpl26-abuja-official,,A regional commitment with no Zambian implementing measure on the base
ZMB-data.open-national-open-data-portal,ZMB,data.open,Governance and regulation,instrument,National open data portal and open data policy,Not held,,,,,,,,,,,
ZMB-geopol.eu-eu-zambia-digital-cooperation,ZMB,geopol.eu,Governance and regulation,instrument,EU-Zambia digital cooperation,Not held,,,,,,,,,,,
ZMB-geopol.eu-eu-data-transfer-basis,ZMB,geopol.eu,Governance and regulation,instrument,Legal basis for personal-data transfers between Zambia and the EU,Not held,,,,,,,,,,,
ZMB-gov.discourse-hrc-election-cases,ZMB,gov.discourse,Governance and regulation,measure,Human Rights Commission election-period cases,,2026-08-01,"105 alleged violations considered, 62 resolved",,,,Baseline not held,Baseline not held,"The Commission's chairperson said its case review meeting considered 105 alleged human rights violations and abuses linked to the election period, of which 62 were resolved through mediation, engagement with responsible institutions, referral for legal assistance, corrective measures and other redress; duty-bearers implicated included law enforcement agencies and justice-sector institutions",2026-08-01-hrc-alarm-hate-speech-online-abuse-election,,"The listed remedies are administrative, not adjudicative; no sanction, compensation or determination is reported"
ZMB-gov.discourse-parliamentary-record,ZMB,gov.discourse,Governance and regulation,instrument,Parliamentary and public contestation of Zambia's data governance,Not held,,,,,,,,,,,
ZMB-gov.discourse-postal-bill-consultation,ZMB,gov.discourse,Governance and regulation,instrument,Public consultation on the Postal Services Act review,Discontinued,2026-07-27,Submissions closed one working day after the consultations ended,2026-07-24,Not held,2025-08-01,Closed,Baseline not held,"The ministry invited any member of the public to submit proposals for amendment with justification, closing 2026-07-27, a window of three days from the call reported on 2026-07-24; no submission count, published responses or consultation report is held",2026-07-24-zambia-postal-courier-legislation-modernisation-public-submissions|2026-07-23-zambia-postal-courier-services-bill-2026,,The only open public call for written comment on a Zambian instrument the wiki holds for the whole window
ZMB-gov.legislate-access-to-information-law,ZMB,gov.legislate,Governance and regulation,instrument,Access to information law,Not held,,,,,,,,,,,
ZMB-gov.legislate-cyber-security-act-text,ZMB,gov.legislate,Governance and regulation,instrument,"Cyber Security Act No. 3 of 2025, statutory text",Not held,,,,,,,,,,,
ZMB-gov.legislate-cyber-crimes-enforcement-outturn,ZMB,gov.legislate,Governance and regulation,instrument,Enforcement outturn under the Cyber Crimes Act No. 4 of 2025,Not held,,,,,,,,,,,
ZMB-gov.legislate-mobile-money-levy,ZMB,gov.legislate,Governance and regulation,instrument,Mobile money levy,Implemented,2025-01-01,Rate doubled during 2025,2023-01-01,Implemented,2023-01-01,No change,In force under a 2023 levy act,"In force, with the rate doubled at some point in 2025; the industry levy table is stated as current to Q3 2025. No Zambian rate, base, statutory instrument, effective date or revenue outturn is held",2026-03-01 Mobile Money Taxes and Affordability in Sub-Saharan Africa,,"The doubling is dated only to the year, so it cannot be placed inside or outside the window; the source is an industry body arguing against these levies"
ZMB-gov.legislate-postal-courier-services-bill,ZMB,gov.legislate,Governance and regulation,instrument,Postal and Courier Services Bill 2026,In development,2026-07-27,Public written submissions closed 2026-07-27,2025-09-01,Planned,2025-09-01,Advanced,"Did not exist. Cabinet approved the review of the Postal Services Act No. 22 of 2009 in principle at its 17th meeting in September 2025, after the window opened","Ten-province stakeholder consultations concluded 2026-07-22 and a public call for written submissions closed 2026-07-27; the Bill would repeal and replace the 2009 Act, strengthen universal service obligations, modernise licensing, reinforce regulatory oversight and extend services to underserved areas through the universal access fund. No draft text, gazette notice or parliamentary date is on file",2026-07-23-zambia-postal-courier-services-bill-2026|2026-07-24-zambia-postal-courier-legislation-modernisation-public-submissions,,"The 2009 Act also underwrites postal banking and financial services, so its replacement governs the postal service's agency-banking role"
ZMB-gov.legislate-startup-bill,ZMB,gov.legislate,Governance and regulation,instrument,Startup Bill,Planned,2026-07-17,Named by a Ministry of Technology and Science representative,2026-07-17,,,Baseline not held,Baseline not held,"Named once, alongside the National AI Strategy, as an instrument through which the government would advance artificial intelligence; no text, sponsor, drafting stage, timetable or budget is held",2026-07-17-zambia-ai-leadership-robotics-challenge,,The first and only mention of the Bill in the base
ZMB-gov.policy-comesa-regional-ai-strategy,ZMB,gov.policy,Governance and regulation,instrument,COMESA Regional AI Strategy,In development,2026-07-14,Sensitisation workshop launched in Lusaka,,,,Baseline not held,Not established; the base carries no position on a regional AI instrument at 2025-08-01,"Zambia's technology ministry, the regional secretariat and the World Bank launched the workshop in Lusaka, the first structured activity under the stakeholder engagement plan for the AI and emerging technologies consultancy; recommendations are to feed the regional AI strategy and regional digital inclusion strategy",2026-07-14 Zambia and COMESA Launch AI Initiative to Advance Regional Digital Transformation,,Zambia is drafting a national instrument while helping shape the regional one that would frame it
ZMB-gov.policy-id-enrolment-crvs-programme,ZMB,gov.policy,Governance and regulation,instrument,Civil registration modernisation programme,In development,2025-08-10,Africa civil registration day launched on three stated pillars,2025-08-10,In development,2025-08-10,No change,"The home affairs minister launched the 8th Africa civil registration day on three pillars - integration of civil registration with health, education, identity and social protection; modernisation; and decentralisation - directed at the 2030 legal identity goal","Unchanged; no further national measure, statutory instrument, coverage figure or target outturn appears in any held source, despite civil registration being described by the government as the bedrock of its digital transformation",2025-08-12 Zambia sees civil registration as bedrock of inclusive digital transformation,,
ZMB-gov.policy-national-ai-strategy,ZMB,gov.policy,Governance and regulation,instrument,National AI Strategy,In development,2026-07-17,Described as nearing completion by the head of the Presidential Delivery Unit,2026-07-17,Planned,2025-07-01,Advanced,"A parliamentary motion for an AI policy and legal framework was under public debate in July 2025; no strategy, draft or institutional home announced","The head of the Presidential Delivery Unit said the strategy was nearing completion and invited stakeholder contributions; no draft text, publication date, budget or institutional architecture is held. A continental review published 2026-07-01 reads a Zambian national AI strategy alongside six others, so a text exists in some form outside the wiki's holdings",2025-07-01-regulating-ai-why-and-why-not|2026-07-17-zambia-ai-leadership-robotics-challenge|2026-07-01-cipit-ai-and-intellectual-property-in-africa,,The continental review treats a Zambian strategy as extant while the July 2026 government statement calls it forthcoming; the base cannot settle it
ZMB-gov.policy-national-ai-strategy-text,ZMB,gov.policy,Governance and regulation,instrument,National AI Strategy text,Not held,,,,,,,,,,,
ZMB-gov.protect-data-protection-repeal-decision,ZMB,gov.protect,Governance and regulation,instrument,Cabinet decision to repeal and replace the Data Protection Act 2021,Not held,,,,,,,,,,,
ZMB-gov.protect-data-protection-act-2021,ZMB,gov.protect,Governance and regulation,instrument,Data Protection Act 2021,Implemented,2026-07-18,Named as part of the operative framework in the enforcement statement,2021-01-01,Implemented,2021-01-01,No change,"In force. Project documents describe safeguards as procedural alignment with the Act, and a 2024 account records staff in over 145 offices across ten provinces requiring training on it; civil-society monitoring current to late December 2025 records Cabinet planning to repeal it","Still in force and named by the information ministry on 2026-07-18 as one of three instruments regulating online communications, cybersecurity and personal data; no repeal bill, replacement text, statutory instrument, enforcement action or penalty under the Act is held",2024-09-05-worldbank-zambia-zrhcp-pad-padhi00410|2024-09-17 DPI Safeguards come online in Zambias next phase of digital integration|2026-04-01 State of Internet Freedom in Zambia 2026 6th Edition|2026-07-21-zambia-cyber-crimes-act-enforcement-begins,,The Act's number and year of enactment are not established beyond 2021; the reported Cabinet repeal intent has produced nothing on the record in sixteen months
ZMB-gov.protect-data-protection-statutory-instruments,ZMB,gov.protect,Governance and regulation,instrument,Data Protection Act statutory instruments and regulations,Not held,,,,,,,,,,,
ZMB-gov.protect-data-protection-enforcement-record,ZMB,gov.protect,Governance and regulation,instrument,Data protection regulator enforcement record,Not held,,,,,,,,,,,
ZMB-gov.protect-data-protection-commissioner,ZMB,gov.protect,Governance and regulation,instrument,Office of the Data Protection Commissioner,Implemented,2026-05-15,Joined Zambia's delegation to the continental identity conference,2025-04-30,Implemented,2025-04-30,No change,"Operational, with a controller registration deadline of 2025-04-30 recorded by civil-society monitoring; no enforcement action, registration count or annual report held","Unchanged in substance. The Office formed part of a multi-sectoral delegation to the continental identity conference alongside four other institutions, in sessions covering data-protection frameworks for digital identity; no registration count, enforcement decision, fine, breach notification, guidance note or annual report is held at any date",2026-04-01 State of Internet Freedom in Zambia 2026 6th Edition|2026-05-18-zambia-id4africa-multi-sectoral-engagement,,The regulator exists and travels; nothing in the base shows it acting
ZMB-gov.protect-progres-database-transfer,ZMB,gov.protect,Governance and regulation,instrument,Transfer of the refugee registration database to the home affairs ministry,Planned,2024-12-23,Grant effective 2024-12-23; provided for as a project subcomponent,2024-09-26,Planned,2024-09-26,No change,"Provided for in the refugee and host communities project, board-approved 2024-09-26 and effective 2024-12-23, closing 2028-10-31; the appraisal document records the transfer of the agency database to the ministry on separate servers, and a US$6m identity limb enrolling refugees into the citizens' register across three districts. The only safeguard described is procedural alignment of departmental operating procedures with the Data Protection Act","Unchanged; no completion, transfer date, data-protection impact assessment, oversight arrangement or implementation status report is held",2024-09-05-worldbank-zambia-zrhcp-pad-padhi00410|2024-12-01-worldbank-zambia-zrhcp-environmental-social-management-framework|2024-07-01-worldbank-zambia-zrhcp-stakeholder-engagement-plan,,"The safeguards framework gives US$6.5m and about 100,000 cards against the appraisal document's US$6m and about 150,000; the divergence is recorded, not resolved"
ZMB-gov.regional-sadc-rtgs-onboarding,ZMB,gov.regional,Governance and regulation,instrument,Kwacha onboarding to the regional real-time gross settlement system,Planned,2026-07-29,Attributed to a regional central bank spokesperson,,,,Baseline not held,Baseline not held,"A regional central bank spokesperson said four states including Zambia are considering onboarding their currencies, potentially by the end of 2027; nothing in the base establishes that the Bank of Zambia has decided, and the electronic clearing house is separately reported as not yet live on the regional instant-payment scheme",2026-07-29-sadc-rtgs-currencies-centralbanking|2026-07-27-zambia-from-rails-to-routine-national-financial-switch,,"A statement of intent attributed to the system's operator, not to the Zambian central bank"
ZMB-gov.regional-malabo-convention-ratification,ZMB,gov.regional,Governance and regulation,instrument,Ratification of the AU Malabo Convention,Not held,,,,,,,,,,,
ZMB-gov.regional-atu-secretary-general,ZMB,gov.regional,Governance and regulation,instrument,Zambian Secretary-General of the African Telecommunications Union,"Planned, term begins 2027-01-01",2026-07-24,"Elected on the fourth round with 21 of 34 votes, Abuja",2026-07-24,,,Advanced,"Baseline not held for the candidacy; the successful candidate had been the Union's Director for Radiocommunications since 2012, previously in spectrum engineering at the Zambian regulator","Elected Secretary-General at the Seventh Conference of Plenipotentiaries, taking office 2027-01-01 for a four-year term; Zambia was not elected to the 25-member Administrative Council for the coming cycle",2026-07-27-atu-cpl26-abuja-declaration-sg-election-full-record|2026-07-24-atu-cpl26-abuja-official,,Zambia gains the continental secretariat and loses the council seat in the same cycle
ZMB-gov.standards-moh-ict-standards,ZMB,gov.standards,Governance and regulation,instrument,Ministry of Health ICT Standards and Guidelines,Implemented,2014-01-01,Issued January 2014,2014-01-01,Implemented,2014-01-01,No change,"In force. The document states that the national electronic health record is the approved patient-level health care information system, in accordance with a circular of 5 April 2006 - the first held primary for that approval","Unchanged; no revision, replacement or superseding health-data standard is held twelve years after issue, and through the record's migration to fingerprint-based patient identity",2014-01-01-moh-zambia-ict-standards-and-guidelines,,The oldest instrument in the section and the only national sectoral data standard the wiki holds for Zambia
ZMB-gov.standards-interoperability-standard,ZMB,gov.standards,Governance and regulation,instrument,"National data-sharing, interoperability or data-classification standard",Not held,,,,,,,,,,,
ZMB-geopol.china-china-digital-cooperation-talks,ZMB,geopol.china,Artificial intelligence and the technology sector,instrument,Zambia-China digital cooperation talks,Planned,2026-06-08,Ministry and embassy meeting reported; no agreement signed,,,,Baseline not held,Not established; the base carries no dated bilateral digital-cooperation position at 2025-08-01,"A ministry director of digital communications and the Chinese ambassador discussed digital infrastructure, emerging technologies, digital skills, research and innovation, with the ambassador expressing willingness to explore initiatives; no agreement, value or timetable reported","2026-06-08 Zambia, China deepen digital ties",,"Source body is an excerpt, not a full capture"
ZMB-geopol.gulf-gulf-technology-engagement,ZMB,geopol.gulf,Artificial intelligence and the technology sector,instrument,Any Gulf-state technology engagement with Zambia,Not held,,,,,,,,,,,
ZMB-geopol.india-nxtra-edge-data-centre,ZMB,geopol.india,Artificial intelligence and the technology sector,instrument,Edge data centre plan,Planned,2024-12-13,Named among target countries for future edge data centres,2024-12-13,Planned,2024-12-13,No change,"The operator's chief executive listed Zambia, alongside four other countries, as a high-potential country where it will create data centres, describing them as future edge locations","Unchanged; no site, investment figure, capacity or date has been reported since",2024-12-13 Nxtra - Airtel's leap into Africa's growing data center market,,"Company-reported statement of intent, not a commitment"
ZMB-geopol.usa-us-health-financing-mou,ZMB,geopol.usa,Artificial intelligence and the technology sector,instrument,United States health financing memorandum of understanding,"Planned, not proceeding",2026-04-01,Stated 2026-04-01 termination deadline passed with no agreement on record,,,,Stalled,Did not exist,"A leaked five-year draft offering US$1.012bn in health funding against commitments to hire 40,000 health workers and add US$400m in health services, plus ten years of health-data access and a 25-year pathogen-data pledge. Zambia confirmed requesting revisions after the funding was linked to a copper and cobalt compact; the draft carried a clause terminating the process if no agreement was reached by 2026-04-01, and no signature is on file",2026-02-25 US accused of 'shameless exploitation' over proposed Zambian health aid deal|2026-02-26 Zambia rejects U.S. health aid over mining partnership ties|2026-03-27 Kenya's Health Deal Is a Stress Test for the America First Global Health Strategy|2026-07-23-propublica-us-health-data-agreements-africa-digital-colonialism,,"The health minister denied the mining link on 2026-02-15 and was dismissed three days later without explanation; the 25-year data term is reported from a leaked draft, not a text the wiki holds"
ZMB-tech.ai-ai-budget-line,ZMB,tech.ai,Artificial intelligence and the technology sector,instrument,Artificial intelligence budget line or implementation costing,Not held,,,,,,,,,,,
ZMB-tech.ai-cyber-agency-ai-remit,ZMB,tech.ai,Artificial intelligence and the technology sector,instrument,Cyber security agency artificial-intelligence remit,Implemented,2026-07-30,AI-enabled trafficking and online scams placed inside the agency's response,,Implemented,2025-04-08,Advanced,The Cyber Security Act was signed into law on 2025-04-08; no AI-related remit stated for the agency it created,"The home affairs permanent secretary said the agency's establishment has strengthened the response to online scams and AI-enabled trafficking, alongside a review of the national trafficking policy and an amendment to the anti-trafficking Act",2025-04-18-us-warns-citizens-surveillance-law|2026-07-30-zambia-ai-driven-human-trafficking-cyber-agency,,"The first defined state AI mandate on file, and it is defensive; it sits with the cyber regulator because no AI institution exists"
ZMB-tech.ai-ask-viamo-anything,ZMB,tech.ai,Artificial intelligence and the technology sector,instrument,Feature-phone AI voice service,Implemented,2026-01-15,Cited as a deployed feature-phone AI voice service,,,,Baseline not held,Not established; no dated position on the service is held at 2025-08-01,"Users dial a number on any handset and receive AI-generated voice responses; early studies with an industry association record 59% of users as women and engagement higher than with traditional automated systems, particularly on health topics. No Zambian user count, launch date or operator arrangement is held",2026-01-15 Leveraging AI to Bypass the Smartphone Barrier and Advance Digital Inclusion in Africa,,The only AI application on file reaching Zambians directly
ZMB-tech.ai-itu-ai-for-good-lab,ZMB,tech.ai,Artificial intelligence and the technology sector,instrument,ITU AI for Good Lab,Planned,2026-07-17,Disclosed as an opportunity; no agreement signed,2026-07-17,,,"Advanced, offer only",Did not exist; the source describes the proposal as Zambia's first such lab,"The technology ministry disclosed an opportunity to establish a lab with the International Telecommunication Union under the UN framework, expected to support AI policy development, innovation, skills and digital infrastructure; no signature, funding, siting or timetable reported",2026-07-17-zambia-ai-leadership-robotics-challenge,,The only national-level AI institution on offer; no domestic AI body exists
